"","status","family","pval","qval","genes","num_cells_expressed"
"Sdc4","OK","negbinomial.size",4.04557089594632e-75,1.86188729528129e-72,"Sdc4",380
"Rnd3","OK","negbinomial.size",2.66879108888122e-22,1.46342579186826e-20,"Rnd3",261
"Brca1","OK","negbinomial.size",4.88000774511516e-07,6.10581921442385e-06,"Brca1",103
"Med24","OK","negbinomial.size",0.0057322441824473,0.0289527687741391,"Med24",129
"Aldoc","OK","negbinomial.size",6.18495766699268e-13,1.56635915855646e-11,"Aldoc",76
"Plxdc1","OK","negbinomial.size",4.46959998523127e-25,2.98257116474798e-23,"Plxdc1",78
"C1qtnf1","OK","negbinomial.size",0.000106578313193764,0.000891887848804571,"C1qtnf1",44
"Timp2","OK","negbinomial.size",0.0109646612722829,0.048623877625187,"Timp2",181
"Top2b","OK","negbinomial.size",0.00109375462672471,0.0070093665407785,"Top2b",331
"Rarb","OK","negbinomial.size",6.13057110499533e-07,7.55804132709688e-06,"Rarb",69
"Igfbp4","OK","negbinomial.size",2.48885240849377e-06,2.80012547510468e-05,"Igfbp4",329
"Cdc6","OK","negbinomial.size",4.61510156054386e-21,2.29156145203068e-19,"Cdc6",75
"Atad5","OK","negbinomial.size",0.0011191525474385,0.00715033025749464,"Atad5",175
"Elmo2","OK","negbinomial.size",0.00383508026705072,0.0205123122680423,"Elmo2",205
"Serinc3","OK","negbinomial.size",3.41905671255242e-28,2.85570485157027e-26,"Serinc3",381
"Birc5","OK","negbinomial.size",2.97107939149151e-25,2.00381033612251e-23,"Birc5",152
"Wfdc2","OK","negbinomial.size",0.00282792078919249,0.0158655413671244,"Wfdc2",22
"Slc12a7","OK","negbinomial.size",0.000456933165904825,0.00327248216263012,"Slc12a7",157
"Mybl2","OK","negbinomial.size",8.09096266543189e-07,9.821291735941e-06,"Mybl2",33
"Cyb5r3","OK","negbinomial.size",0.00176875623524604,0.0106125374114762,"Cyb5r3",339
"Vmp1","OK","negbinomial.size",3.60681375338958e-11,7.64523278281503e-10,"Vmp1",320
"Pmp22","OK","negbinomial.size",0.00714112752755883,0.0346933360468305,"Pmp22",237
"Ywhab","OK","negbinomial.size",0.00274709451532545,0.0154878659040164,"Ywhab",403
"Gpx3","OK","negbinomial.size",1.38601125065427e-08,2.13958064788883e-07,"Gpx3",129
"Anxa6","OK","negbinomial.size",9.97488012021724e-09,1.57253985095225e-07,"Anxa6",276
"Vezf1","OK","negbinomial.size",0.00278767463471276,0.0156816023608373,"Vezf1",270
"Mtmr4","OK","negbinomial.size",0.0110567092056206,0.0489632080411824,"Mtmr4",187
"Mrm1","OK","negbinomial.size",2.94981539645903e-07,3.82747652059067e-06,"Mrm1",29
"Myo1b","OK","negbinomial.size",9.01290414617046e-09,1.43162149989297e-07,"Myo1b",288
"Ypel2","OK","negbinomial.size",4.81039271776671e-06,5.13705952214003e-05,"Ypel2",203
"Derl2","OK","negbinomial.size",0.00365543823109346,0.01974406294242,"Derl2",243
"Slc2a4","OK","negbinomial.size",0.000145548405278364,0.00118808933561447,"Slc2a4",22
"Acadvl","OK","negbinomial.size",0.00082408015164497,0.00545579993309521,"Acadvl",196
"G3bp1","OK","negbinomial.size",0.000200717070409565,0.00158017708614571,"G3bp1",389
"Sparc","OK","negbinomial.size",0.000106641839200547,0.000891887848804571,"Sparc",416
"Tbx3","OK","negbinomial.size",2.49524900609487e-06,2.80482000578151e-05,"Tbx3",93
"Cbx1","OK","negbinomial.size",0.00102732121258297,0.00663079587159489,"Cbx1",422
"Lhx1","OK","negbinomial.size",2.51905111012265e-46,4.8877342462872e-44,"Lhx1",31
"Lsp1","OK","negbinomial.size",0.00531754220054964,0.0271407698232829,"Lsp1",112
"Myh11","OK","negbinomial.size",1.23197764156223e-09,2.18226151901445e-08,"Myh11",41
"Rad51d","OK","negbinomial.size",8.85294311123651e-08,1.22830933464153e-06,"Rad51d",95
"Fdxr","OK","negbinomial.size",6.11160800711966e-10,1.12197380183105e-08,"Fdxr",137
"Irf1","OK","negbinomial.size",2.14275582743398e-15,6.84162949255628e-14,"Irf1",94
"Arrb1","OK","negbinomial.size",1.0280113239471e-05,0.000103656339487967,"Arrb1",39
"Natd1","OK","negbinomial.size",0.000810116638367477,0.00537181442854397,"Natd1",185
"Dnah1","OK","negbinomial.size",2.24519156237695e-05,0.000213065131562815,"Dnah1",62
"Rab3d","OK","negbinomial.size",0.00405703349322286,0.0215115159960004,"Rab3d",42
"Scrn1","OK","negbinomial.size",4.53832180927096e-07,5.71230685214824e-06,"Scrn1",53
"Isyna1","OK","negbinomial.size",5.10285810178253e-18,1.99248440803967e-16,"Isyna1",397
"Chtf18","OK","negbinomial.size",0.00276334178808564,0.0155691247384732,"Chtf18",166
"Lhx9","OK","negbinomial.size",1.24403352468718e-20,5.94308742930101e-19,"Lhx9",270
"Hsd17b1","OK","negbinomial.size",2.19790340286982e-65,7.91998791914119e-63,"Hsd17b1",23
"Gdpd2","OK","negbinomial.size",1.01008910025782e-30,1.01913949859613e-28,"Gdpd2",61
"Ddx39b","OK","negbinomial.size",0.00222456892275119,0.0129351144553886,"Ddx39b",401
"Rcn3","OK","negbinomial.size",8.23727678248899e-05,0.00070768756662637,"Rcn3",317
"Cyb561","OK","negbinomial.size",1.45067238381792e-09,2.55886435030932e-08,"Cyb561",20
"Sema6a","OK","negbinomial.size",0.000161425485593773,0.00130089343406304,"Sema6a",180
"Lyst","OK","negbinomial.size",0.000477302467932713,0.00339906195684211,"Lyst",129
"Tmc4","OK","negbinomial.size",0.0102310572288246,0.0460014594545227,"Tmc4",101
"Esr1","OK","negbinomial.size",3.33377067639848e-22,1.81230671425593e-20,"Esr1",79
"Fbxo5","OK","negbinomial.size",1.42354267289947e-11,3.14977547203652e-10,"Fbxo5",117
"Frk","OK","negbinomial.size",0.00291798180315844,0.0162910962821754,"Frk",87
"Hey2","OK","negbinomial.size",6.16573167479024e-06,6.50729773074933e-05,"Hey2",36
"Snx3","OK","negbinomial.size",0.00107664223847567,0.00692433039860028,"Snx3",357
"Pex3","OK","negbinomial.size",0.0103735551046489,0.0464764749484305,"Pex3",127
"Plagl1","OK","negbinomial.size",4.18521049547724e-14,1.17558741133539e-12,"Plagl1",203
"Utrn","OK","negbinomial.size",0.000557089473631041,0.00389037233744999,"Utrn",268
"Mical1","OK","negbinomial.size",0.000732221968893342,0.00494102914482763,"Mical1",97
"Slc16a10","OK","negbinomial.size",0.00550354315037317,0.02797689891677,"Slc16a10",33
"Rev3l","OK","negbinomial.size",0.00209013235122735,0.0122779456048809,"Rev3l",270
"Traf3ip2","OK","negbinomial.size",0.00977691942723454,0.0443708196532141,"Traf3ip2",113
"Tube1","OK","negbinomial.size",0.00936082567607267,0.0428836663373151,"Tube1",58
"Lama4","OK","negbinomial.size",0.000355488403336114,0.00260517042875572,"Lama4",61
"Perp","OK","negbinomial.size",1.52809931504955e-09,2.68792030145118e-08,"Perp",14
"Qrsl1","OK","negbinomial.size",0.00613726453931342,0.030630463145952,"Qrsl1",85
"Rtn4ip1","OK","negbinomial.size",0.0110529877716848,0.0489632080411824,"Rtn4ip1",58
"Ptprk","OK","negbinomial.size",0.00370239934856961,0.0199549831556239,"Ptprk",198
"Cdk1","OK","negbinomial.size",4.54879686749945e-18,1.78165919543177e-16,"Cdk1",171
"Atp2b1","OK","negbinomial.size",1.00298927271227e-05,0.00010144106421369,"Atp2b1",338
"Actr6","OK","negbinomial.size",4.71459445031577e-23,2.74011360402684e-21,"Actr6",280
"Uhrf1bp1l","OK","negbinomial.size",1.4109711370119e-08,2.17544840831223e-07,"Uhrf1bp1l",298
"Poc1b","OK","negbinomial.size",0.00300928401106757,0.0167047050825635,"Poc1b",97
"Dusp6","OK","negbinomial.size",8.79913172533329e-06,8.97853149837407e-05,"Dusp6",234
"Tmpo","OK","negbinomial.size",8.27124396158523e-09,1.32550100182354e-07,"Tmpo",332
"Kitl","OK","negbinomial.size",4.23279742272089e-36,5.44735113217917e-34,"Kitl",326
"Sgk1","OK","negbinomial.size",1.45695589995992e-06,1.69825580501797e-05,"Sgk1",79
"Hbs1l","OK","negbinomial.size",0.00181004097871801,0.0107985983082268,"Hbs1l",268
"Apaf1","OK","negbinomial.size",0.00140015400616034,0.00868178088775528,"Apaf1",136
"Arg1","OK","negbinomial.size",5.47121719802772e-08,7.841249011537e-07,"Arg1",55
"Nedd1","OK","negbinomial.size",0.00344269348452019,0.0187724820575643,"Nedd1",183
"Enpp3","OK","negbinomial.size",2.87236742199312e-06,3.18893467660011e-05,"Enpp3",10
"Pde7b","OK","negbinomial.size",5.80611072407302e-08,8.27419982508575e-07,"Pde7b",27
"Mtfr2","OK","negbinomial.size",0.00247831507206742,0.0142010493816058,"Mtfr2",47
"Cfap54","OK","negbinomial.size",2.593706596598e-13,6.81496408256125e-12,"Cfap54",84
"Tmcc3","OK","negbinomial.size",0.0038729630725303,0.0206623562905043,"Tmcc3",21
"Socs2","OK","negbinomial.size",3.59367054259817e-47,7.43006112840134e-45,"Socs2",109
"Tcp11l2","OK","negbinomial.size",2.8290001583018e-10,5.4306468792241e-09,"Tcp11l2",85
"Timp3","OK","negbinomial.size",0.000415679655907966,0.00300605035568306,"Timp3",318
"Igf1","OK","negbinomial.size",1.96853252978458e-10,3.80784237203115e-09,"Igf1",242
"Mybpc1","OK","negbinomial.size",0.00078792868043469,0.00524122179200544,"Mybpc1",40
"Pbld1","OK","negbinomial.size",0.0021337455693015,0.0124934072052138,"Pbld1",17
"Ddx21","OK","negbinomial.size",0.000621216903216157,0.00428320542464344,"Ddx21",252
"Ppa1","OK","negbinomial.size",2.13994497562369e-05,0.000203690460623139,"Ppa1",226
"Sgpl1","OK","negbinomial.size",0.0084982847384178,0.039725858829105,"Sgpl1",189
"Unc5b","OK","negbinomial.size",3.79465980343304e-05,0.000345796600006485,"Unc5b",83
"Micu1","OK","negbinomial.size",0.000344493316963108,0.00253485980953251,"Micu1",261
"Cand1","OK","negbinomial.size",0.00341837804834683,0.0186715391709616,"Cand1",263
"Plek","OK","negbinomial.size",0.0100666078958795,0.0453915118994754,"Plek",39
"Srgap1","OK","negbinomial.size",0.00257285041108287,0.014682710128768,"Srgap1",186
"Egfr","OK","negbinomial.size",0.00596549844145279,0.0299211761367516,"Egfr",45
"Lgr5","OK","negbinomial.size",2.6831607116602e-29,2.434534021256e-27,"Lgr5",112
"Slc1a4","OK","negbinomial.size",8.5092349136418e-05,0.000728570744948068,"Slc1a4",65
"Dock2","OK","negbinomial.size",2.78790905956568e-10,5.35992516146987e-09,"Dock2",35
"Meis1","OK","negbinomial.size",3.52741729212981e-28,2.92682808475929e-26,"Meis1",321
"Cnot2","OK","negbinomial.size",0.00047289014111235,0.00337335433241457,"Cnot2",289
"Cobl","OK","negbinomial.size",3.82198233357259e-05,0.00034803495444778,"Cobl",32
"Grb10","OK","negbinomial.size",1.43573844026611e-27,1.14604640560988e-25,"Grb10",337
"Nav3","OK","negbinomial.size",0.00136392051389129,0.00849889600849654,"Nav3",19
"Ddc","OK","negbinomial.size",0.00942219993392652,0.0430498976253885,"Ddc",36
"E2f7","OK","negbinomial.size",7.67600370894625e-09,1.24594284140579e-07,"E2f7",55
"Csrp2","OK","negbinomial.size",7.90840207646586e-15,2.40919727025090e-13,"Csrp2",130
"Vps13d","OK","negbinomial.size",9.10388357201991e-08,1.26035323392223e-06,"Vps13d",198
"Tmbim4","OK","negbinomial.size",0.011280216613061,0.0497260020705786,"Tmbim4",232
"Prmt2","OK","negbinomial.size",0.000713321085702707,0.0048341781477069,"Prmt2",221
"Hcfc2","OK","negbinomial.size",0.0104663701706693,0.0467925773103442,"Hcfc2",127
"D10Wsu102e","OK","negbinomial.size",3.7065469897288e-06,4.03687138466836e-05,"D10Wsu102e",262
"Adarb1","OK","negbinomial.size",0.00189585440688051,0.0112414272588514,"Adarb1",44
"Sumo3","OK","negbinomial.size",0.00430532752918291,0.0226150732186817,"Sumo3",367
"Pfkl","OK","negbinomial.size",0.00131341384872348,0.00822073223826329,"Pfkl",251
"Xpo1","OK","negbinomial.size",6.21779768727768e-07,7.65809222968224e-06,"Xpo1",355
"Nsg2","OK","negbinomial.size",0.000500931445064706,0.00355129139131876,"Nsg2",19
"Sptbn1","OK","negbinomial.size",2.36999684760318e-07,3.12988484209123e-06,"Sptbn1",407
"Hmmr","OK","negbinomial.size",9.09591808397298e-21,4.39531489942786e-19,"Hmmr",83
"Cyfip2","OK","negbinomial.size",0.000480690076420369,0.00341739754442711,"Cyfip2",137
"Zfp354a","OK","negbinomial.size",1.02818015143869e-05,0.000103656339487967,"Zfp354a",42
"Canx","OK","negbinomial.size",0.0056080382810474,0.0283907450567153,"Canx",422
"Rnf130","OK","negbinomial.size",0.000984844394934557,0.00638276336532099,"Rnf130",148
"Rad50","OK","negbinomial.size",0.00491835227611252,0.0254222372566931,"Rad50",221
"Pttg1","OK","negbinomial.size",3.69965600879401e-05,0.000337871553822665,"Pttg1",207
"Tns3","OK","negbinomial.size",1.92500317109955e-06,2.19910688350612e-05,"Tns3",370
"Btg2","OK","negbinomial.size",2.09532526746982e-35,2.59080806601269e-33,"Btg2",340
"Rnf185","OK","negbinomial.size",0.000354213042270875,0.00259879865568369,"Rnf185",120
"Efemp1","OK","negbinomial.size",1.75228653570357e-05,0.000169347416002248,"Efemp1",22
"Myl7","OK","negbinomial.size",0.00583792549184596,0.0293673702140615,"Myl7",108
"Sept4","OK","negbinomial.size",4.48968466512492e-05,0.000403879479290695,"Sept4",68
"Ska2","OK","negbinomial.size",0.000157628293415404,0.00127354774923451,"Ska2",241
"Prr11","OK","negbinomial.size",1.18371381007142e-06,1.39653868780362e-05,"Prr11",65
"Tom1l1","OK","negbinomial.size",0.000223243742285833,0.00173799387512896,"Tom1l1",202
"Bzw2","OK","negbinomial.size",3.6420988555831e-07,4.64920554317956e-06,"Bzw2",294
"Nampt","OK","negbinomial.size",0.0109411454483693,0.0485537390551844,"Nampt",148
"Trib2","OK","negbinomial.size",0.00611784729049465,0.030557738624839,"Trib2",216
"Arsg","OK","negbinomial.size",8.68544873822474e-07,1.04723594155345e-05,"Arsg",14
"Map2k6","OK","negbinomial.size",0.00803663659792442,0.0380187774842546,"Map2k6",128
"Trappc12","OK","negbinomial.size",0.00805997407493079,0.0381005970888408,"Trappc12",103
"Id2","OK","negbinomial.size",2.92046635343482e-23,1.74563609713365e-21,"Id2",331
"Mboat2","OK","negbinomial.size",6.06463214122158e-09,9.93339487858267e-08,"Mboat2",124
"Ncoa1","OK","negbinomial.size",0.000188572535722069,0.00149577158523694,"Ncoa1",184
"Rrm2","OK","negbinomial.size",2.88639606967161e-66,1.10312809789995e-63,"Rrm2",178
"Dnmt3a","OK","negbinomial.size",0.00316634681835005,0.0174536565004505,"Dnmt3a",359
"Hnf1b","OK","negbinomial.size",9.93339156339483e-16,3.24559415537657e-14,"Hnf1b",19
"Ftsj3","OK","negbinomial.size",0.00145892984980119,0.00898438636020148,"Ftsj3",236
"Ern1","OK","negbinomial.size",0.00437491068510177,0.0229614538329187,"Ern1",83
"Nf1","OK","negbinomial.size",0.00307786952497371,0.0170329488586961,"Nf1",338
"Cacng4","OK","negbinomial.size",9.26661634483802e-07,1.11093693290016e-05,"Cacng4",65
"Nup85","OK","negbinomial.size",0.00019974415273436,0.00157349984652452,"Nup85",227
"Gga3","OK","negbinomial.size",3.02809472630514e-05,0.00027937330422941,"Gga3",115
"Pafah1b1","OK","negbinomial.size",0.00332275551916976,0.0182440542480492,"Pafah1b1",369
"Ankfy1","OK","negbinomial.size",8.23704163672464e-06,8.45285346805298e-05,"Ankfy1",223
"Rhbdf2","OK","negbinomial.size",0.00050860767194608,0.00359401518125419,"Rhbdf2",52
"Fam64a","OK","negbinomial.size",7.78361851791345e-06,8.03988507354008e-05,"Fam64a",84
"Cygb","OK","negbinomial.size",2.90801401939694e-06,3.22567043206985e-05,"Cygb",107
"Nos2","OK","negbinomial.size",9.60057599289945e-11,1.9158617788362e-09,"Nos2",12
"Pld2","OK","negbinomial.size",2.53581045642353e-06,2.8428125756812e-05,"Pld2",36
"Cpd","OK","negbinomial.size",0.00245085889032272,0.0140821103985194,"Cpd",201
"Rph3al","OK","negbinomial.size",2.01768203013241e-05,0.000192926503138968,"Rph3al",121
"Doc2b","OK","negbinomial.size",0.00661899625824027,0.0326983081899437,"Doc2b",154
"Prpf8","OK","negbinomial.size",0.00811494511026133,0.0383460800789119,"Prpf8",328
"Hoxb9","OK","negbinomial.size",0.0085392455266171,0.0398605451112289,"Hoxb9",38
"Scrn2","OK","negbinomial.size",0.00780901063361661,0.0372088975231788,"Scrn2",87
"Fbxl20","OK","negbinomial.size",0.00495384293365872,0.0255533198688359,"Fbxl20",132
"Aurkb","OK","negbinomial.size",6.35510491873408e-28,5.17100537000479e-26,"Aurkb",73
"Pfas","OK","negbinomial.size",4.80254900283744e-09,8.0118714317177e-08,"Pfas",340
"Myh10","OK","negbinomial.size",1.81171395123407e-05,0.000174422414908123,"Myh10",366
"Krt19","OK","negbinomial.size",0.00498025666627342,0.0256476100755575,"Krt19",68
"Top2a","OK","negbinomial.size",2.94655832084049e-63,1.03227759840112e-60,"Top2a",206
"Eftud2","OK","negbinomial.size",0.000194545787120316,0.00153735054333423,"Eftud2",278
"Dcakd","OK","negbinomial.size",0.00451282360756286,0.0235578358189498,"Dcakd",347
"Fkbp3","OK","negbinomial.size",0.0002718106973312,0.00206473364940702,"Fkbp3",403
"Gtf2a1","OK","negbinomial.size",1.51972365566944e-06,1.7665211746823e-05,"Gtf2a1",388
"Tshr","OK","negbinomial.size",2.3272606770514e-09,4.00428535593073e-08,"Tshr",20
"Pnn","OK","negbinomial.size",0.00366679593847573,0.0197969308116678,"Pnn",315
"Ctage5","OK","negbinomial.size",0.0106947894578926,0.0476448903719327,"Ctage5",196
"Npas3","OK","negbinomial.size",0.000749902419898858,0.00503340570503693,"Npas3",70
"Ralgapa1","OK","negbinomial.size",0.00406426546242501,0.0215191083174241,"Ralgapa1",264
"Sptlc2","OK","negbinomial.size",2.52445694149167e-05,0.000237069627297788,"Sptlc2",205
"Vipas39","OK","negbinomial.size",0.00141246975380083,0.00874095610153877,"Vipas39",184
"Mthfd1","OK","negbinomial.size",0.00036470666560167,0.00266882455440038,"Mthfd1",146
"Esr2","OK","negbinomial.size",5.28505603895652e-25,3.48979721273925e-23,"Esr2",44
"Fut8","OK","negbinomial.size",5.29995459904465e-05,0.000470394281514083,"Fut8",124
"Trim9","OK","negbinomial.size",9.54322431247658e-05,0.00080818887560078,"Trim9",32
"Serpina1f","OK","negbinomial.size",0.00486499003969407,0.0251773715144118,"Serpina1f",14
"Dhrs7","OK","negbinomial.size",9.57020326300344e-29,8.26708243513695e-27,"Dhrs7",145
"Clmn","OK","negbinomial.size",0.00143088844240507,0.00883326727146975,"Clmn",108
"Vrk1","OK","negbinomial.size",6.85792151165712e-10,1.24449073532402e-08,"Vrk1",195
"Zfp36l1","OK","negbinomial.size",2.09456807818954e-05,0.000199521847448085,"Zfp36l1",416
"Smoc1","OK","negbinomial.size",1.41333202636397e-14,4.213934637471e-13,"Smoc1",162
"Fbln5","OK","negbinomial.size",2.32562991635173e-05,0.000219706700412195,"Fbln5",26
"Lgmn","OK","negbinomial.size",0.000363161690521765,0.00265981140584233,"Lgmn",136
"Pitrm1","OK","negbinomial.size",0.00156877874924747,0.00958596782243655,"Pitrm1",214
"Otub2","OK","negbinomial.size",8.92351137184373e-05,0.0007604278744709,"Otub2",27
"Ppp4r4","OK","negbinomial.size",6.9358321836711e-11,1.40408853130754e-09,"Ppp4r4",124
"Akr1c13","OK","negbinomial.size",0.0002720024771378,0.00206473364940702,"Akr1c13",30
"Tshz3","OK","negbinomial.size",2.37814221822739e-18,9.52162846231233e-17,"Tshz3",138
"Dpf3","OK","negbinomial.size",0.000453313958088276,0.00325210218396436,"Dpf3",196
"Papln","OK","negbinomial.size",3.33963697102663e-07,4.28915493671974e-06,"Papln",37
"Numb","OK","negbinomial.size",3.01305574985651e-06,3.33339115063073e-05,"Numb",283
"Acot2","OK","negbinomial.size",1.37294675293961e-08,2.12201034902872e-07,"Acot2",390
"Aldh6a1","OK","negbinomial.size",6.32095827837175e-05,0.000554380568893077,"Aldh6a1",137
"Fos","OK","negbinomial.size",5.95676028648647e-05,0.000524261414746458,"Fos",389
"Tgfb3","OK","negbinomial.size",0.000103269117810612,0.000867130568460343,"Tgfb3",57
"Angel1","OK","negbinomial.size",0.00916354500309947,0.0421944613286201,"Angel1",43
"Wars","OK","negbinomial.size",1.14980060683095e-05,0.000114907173164437,"Wars",167
"Hsp90aa1","OK","negbinomial.size",2.35866884478863e-06,2.65840316983684e-05,"Hsp90aa1",419
"Cinp","OK","negbinomial.size",0.00790259228166337,0.0375536902246942,"Cinp",163
"Eif5","OK","negbinomial.size",0.000558138250912252,0.00389365086651451,"Eif5",356
"Ppp1r13b","OK","negbinomial.size",0.0008062386586404,0.00535172734882775,"Ppp1r13b",107
"Xrcc3","OK","negbinomial.size",0.00148801141456937,0.00914115925988746,"Xrcc3",71
"Mtr","OK","negbinomial.size",1.71779736919074e-10,3.33819112792505e-09,"Mtr",204
"Ryr2","OK","negbinomial.size",2.06374805966875e-22,1.14660751227058e-20,"Ryr2",151
"Amph","OK","negbinomial.size",0.00464068684204256,0.0241155098689084,"Amph",76
"Gli3","OK","negbinomial.size",3.30413111640592e-07,4.25221445307259e-06,"Gli3",220
"Gcnt2","OK","negbinomial.size",0.00105023663041137,0.0067671299021142,"Gcnt2",24
"Nedd9","OK","negbinomial.size",3.54696032569584e-08,5.20771404280279e-07,"Nedd9",82
"Dek","OK","negbinomial.size",0.000114838652986862,0.000951606498994945,"Dek",358
