	Top	p.value	FDR	logFC.2	logFC.3	logFC.4	logFC.5
ENSMUSG00000088631	15875	1	1	-0.0726661555611459	0	0	0
ENSMUSG00000103467	15879	1	1	-0.0713800919383362	0	0	0
Sh2b2	15879	0.997487490527029	1	-0.00614497385063905	-0.00714011182661267	0.0157782079711192	0.0144592316921988
Gm10415	15880	1	1	-0.0711431650357682	0	0	0
Rasgrp1	15882	1	1	-0.0703867296939602	0	0	0
Bbs1	15883	1	1	-0.0700151622019872	0	0	0
ENSMUSG00000097912	15887	1	1	-0.0678705007305798	0	0	0
ENSMUSG00000077382	15888	1	1	-0.0677538130828764	0	0	0
ENSMUSG00000076461	15888	0.997487458483758	1	-0.0506772635750325	-0.190476635845053	0.0152097420748183	0.0139382865938216
ENSMUSG00000103448	15891	1	1	-0.0670799419086154	0	0	0
ENSMUSG00000053358	15891	0.842350653319208	1	0.0170229044676187	-0.0358771391255217	-0.115679956652354	0.013800200566207
ENSMUSG00000086586	15892	1	1	-0.0670799419086154	0	0	0
Olfr16	15893	1	1	-0.066565109216894	0	0	0
Slc26a1	15894	1	1	-0.066565109216894	0	0	0
ENSMUSG00000082432	15894	0.909851235854345	1	-0.00442121006736207	-0.0371728182589855	0.0149381013186797	0.0136893535947611
2010009K17Rik	15896	1	1	-0.0659885068687013	0	0	0
8030474K03Rik	15897	1	1	-0.0659885068687013	0	-0.17851101496603	0
ENSMUSG00000108101	15898	1	1	-0.0659885068687013	0	0	0
ENSMUSG00000077652	15899	1	1	-0.0659069689827924	-0.0740250896487872	0	0
ENSMUSG00000038491	15900	1	1	-0.0659069689827924	-0.0968054004272104	0	0
Smad6	15901	0.884662997539029	1	-0.0932945819889925	-0.166381413133612	-0.0584418258773185	0.013558794546629
Akp3	15902	1	1	-0.0650176062304137	0	0	0
ENSMUSG00000089396	15903	1	1	-0.064851276779402	0	0	0
ENSMUSG00000096864	15904	1	1	-0.0639674228029346	-0.0260787514582951	0	0
6330403K07Rik	15906	1	1	-0.0639674228029346	0	0	0
ENSMUSG00000102909	15907	1	1	-0.0639411645900838	-0.13159860915494	0	0
Mir6347	15908	1	1	-0.0639411645900838	0	0	0
Ifi211	15909	1	1	-0.0639411645900838	0	0	0
Rab6b	15910	1	1	-0.0639411645900838	0	0	0
Musk	15911	1	1	-0.063034168707188	0	0	0
Fuom	15914	1	1	-0.0610187304863274	0	0	0
ENSMUSG00000082135	15914	0.775969489017406	0.954234464595096	0.0156789981423234	-0.0499527540290658	0.013870193005472	0.0127107168728368
F10	15915	1	1	-0.0599501331359935	0	0	0
ENSMUSG00000064567	15916	1	1	-0.0594174314599442	0	0	0
Mir491	15917	1	1	-0.0593562787410342	0	0	0
Cfhr1	15918	1	1	-0.059097497184421	0	0	0
Usp27x	15919	1	1	-0.059097497184421	-0.0260787514582951	0	0
ENSMUSG00000105671	15920	1	1	-0.059097497184421	0	0	0
ENSMUSG00000092841	15921	1	1	-0.0589603180943304	-0.0380815421769273	0	0
ENSMUSG00000085755	15922	1	1	-0.0579928745397645	0	0	0
ENSMUSG00000085665	15924	1	1	-0.0579928745397645	0	0	0
Gng7	15925	1	1	-0.0573825528242447	0	0	0
Kcnk5	15927	1	1	-0.0573825528242447	0	0	0
Boll	15930	0.879535835375954	1	0.0152172688123237	-0.0624036351152776	-0.101469466380029	0.0123364001765635
ENSMUSG00000084432	15932	1	1	-0.0555068974677195	0	0	0
1700024F13Rik	15933	1	1	-0.0546901732556374	0	0	0
ENSMUSG00000076382	15935	1	1	-0.0534759544489792	0	0	0
Pid1	15936	1	1	-0.053277296086535	0	0	0
ENSMUSG00000105167	15937	1	1	-0.053277296086535	-0.0543173753445771	0	0
ENSMUSG00000084087	15938	1	1	-0.0530355943272851	-0.0400896919569974	0	0
ENSMUSG00000077795	15939	1	1	-0.0530355943272851	0	0	0
ENSMUSG00000103133	15941	1	1	-0.0530355943272851	0	0	0
K230010J24Rik	15942	1	1	-0.0530355943272851	0	0	0
ENSMUSG00000085915	15944	1	1	-0.0530323257201255	0	0	0
Cnn1	15945	1	1	-0.0524722899429794	0	0	0
ENSMUSG00000087422	15946	1	1	-0.051015377862869	0	0	0
ENSMUSG00000091443	15947	1	1	-0.051015377862869	0	0	0
Gabrg1	15947	0.775969567369405	0.954234464595096	0.0145193357972473	-0.0235080259243642	0.012844314923124	0.0117705968726588
ENSMUSG00000092470	15948	1	1	-0.051015377862869	0	0	0
ENSMUSG00000106432	15949	1	1	-0.0509920292354983	0	0	0
ENSMUSG00000087197	15952	1	1	-0.0509439547070806	0	0	0
ENSMUSG00000101281	15952	0.879535814205305	1	-0.0750653587390135	-0.0153405043045597	-0.0418360096357152	0.0117074870593511
Dgat2l6	15953	1	1	-0.0509439547070806	0	0	0
4933406G16Rik	15956	1	1	-0.0509439547070806	0	0	0
BC034090	15956	0.775969577568621	0.954234464595096	-0.118210142066146	-0.0985362270619694	0.0127268559144635	0.0116629568273718
Sertad4	15958	1	1	-0.0508152492243623	0	0	0
ENSMUSG00000084433	15961	1	1	-0.0497501449006828	0	0	0
ENSMUSG00000064489	15962	1	1	-0.0497501449006828	0	0	0
ENSMUSG00000102591	15963	1	1	-0.0493371262637581	0	0	0
ENSMUSG00000070900	15965	1	1	-0.0485679220604966	0	0	0
ENSMUSG00000107087	15966	1	1	-0.0485679220604966	0	0	0
Slc44a4	15967	1	1	-0.0485679220604966	0	0	0
Mir6942	15968	0.826885923282944	0.99382595155186	-0.0478859182524939	0	-0.0699802934623579	-0.202699766218805
Gm19582	15969	1	1	-0.0472024017343966	0	0	0
ENSMUSG00000099864	15970	1	1	-0.0467583652904732	0	0	0
ENSMUSG00000095504	15971	1	1	-0.0467583652904732	0	0	0
Syt13	15972	1	1	-0.0467583652904732	0	0	0
ENSMUSG00000106633	15973	1	1	-0.0467583652904732	0	0	0
ENSMUSG00000108069	15975	1	1	-0.0467583652904732	0	0	0
9130230L23Rik	15975	0.775969599336041	0.954234464595096	0.014114948857646	-0.0207250835378876	0.0124865800187476	0.0114427667492232
ENSMUSG00000081512	15976	1	1	-0.0467583652904732	0	0	0
Fcna	15977	1	1	-0.046106817993076	0	0	0
ENSMUSG00000106254	15980	0.960364015764528	1	-0.159484608086104	-0.00550306179398379	0.0455771401773129	-0.405118441204056
ENSMUSG00000086665	15981	0.997487441827349	1	-0.00520865894225984	-0.0690342673492328	0.01245308302472	0.0114120699300074
Epyc	15983	1	1	-0.04528347980572	0	0	0
Etv1	15984	1	1	-0.04528347980572	0	0	0
ENSMUSG00000076796	15986	1	1	-0.0447020145603831	0	0	0
ENSMUSG00000082130	15987	1	1	-0.0447020145603831	0	0	0
Fam24a	15990	1	1	-0.0445089263039058	0	0	0
Npr3	15991	1	1	-0.0445089263039058	0	0	0
ENSMUSG00000096940	15993	1	1	-0.0434156241522161	0	0	0
ENSMUSG00000107708	15995	1	1	-0.0431846782372847	-0.0400896919569974	0	0
ENSMUSG00000089133	15996	1	1	-0.0429895676470987	0	0	0
ENSMUSG00000047807	15997	1	1	-0.0429895676470987	0	0	0
ENSMUSG00000077299	15998	1	1	-0.0429895676470987	0	0	0
ENSMUSG00000101717	15999	1	1	-0.042247892278709	0	0	0
ENSMUSG00000065657	16000	1	1	-0.042247892278709	0	0	0
ENSMUSG00000102360	16002	1	1	-0.0411334555622821	0	0	0
ENSMUSG00000065685	16002	0.667747242841228	0.891396201448694	0.013095708700943	-0.0216363796471374	0.0115849243412565	0.0106164848057164
Satl1	16003	1	1	-0.0411334555622821	0	0	0
Bcas3os2	16003	0.823866233193818	0.993136713756521	0.04821474842189	-0.135373979983376	0.0426524616082894	-0.0365033667864721
Daam2	16004	1	1	-0.0411334555622821	0	0	0
ENSMUSG00000103902	16005	1	1	-0.0404626609878605	0	0	0
Slc23a4	16006	1	1	-0.0404626609878605	0	0	0
ENSMUSG00000089093	16007	1	1	-0.0404198611558279	0	0	0
ENSMUSG00000103878	16008	1	1	-0.0404198611558279	0	0	0
Oprl1	16009	1	1	-0.0404198611558279	0	0	0
ENSMUSG00000105134	16009	0.663945144781583	0.888160603990123	0.0129036137595769	-0.0218584893219834	0.0114149904023698	0.0104607564619635
ENSMUSG00000094365	16011	1	1	-0.0404198611558279	0	0	0
Vwa5b1	16013	1	1	-0.0403053076966792	0	0	0
ENSMUSG00000099359	16014	1	1	-0.0403053076966792	0	0	0
ENSMUSG00000096415	16014	0.99748743820458	1	-0.00201450548447219	-0.0826690254494295	0.0114149904023698	0.0104607564619635
ENSMUSG00000105992	16015	1	1	-0.0399062122667189	0	0	0
ENSMUSG00000102735	16018	1	1	-0.0389929430064809	0	0	0
Masp2	16019	1	1	-0.0389929430064809	0	0	0
Prdm8	16020	1	1	-0.0389929430064809	0	0	0
Ms4a1	16021	1	1	-0.0389929430064809	0	0	0
ENSMUSG00000083760	16022	0.643005700856395	0.871772630523145	0.0127646061913016	-0.0248845981492429	0.0112920194201873	0.0103480652155273
Mir5119	16023	1	1	-0.038312388205896	0	0	0
ENSMUSG00000089343	16024	1	1	-0.038312388205896	0	0	0
ENSMUSG00000087014	16025	1	1	-0.0382841894619854	0	0	0
Zfp811	16026	1	1	-0.0382841894619854	0	0	0
Olfr119	16027	1	1	-0.0377401575514403	0	0	0
ENSMUSG00000094544	16027	0.775969728981738	0.954234464595096	0.0127646061913016	-0.0350768012995433	0.0112920194201873	0.0103480652155273
ENSMUSG00000102779	16028	1	1	-0.0377103810537383	-0.0404006832511883	0	0
ENSMUSG00000082850	16029	1	1	-0.0377103810537383	0	0	0
Olfr988	16031	1	1	-0.0376213282567563	0	0	0
B3gnt8	16032	1	1	-0.0376213282567563	-0.0402960002977278	0	0
ENSMUSG00000084739	16033	1	1	-0.0376213282567563	-0.0260787514582951	0	0
ENSMUSG00000099937	16033	0.731951638965362	0.931973557524536	-0.0151720033585817	-0.0433286655429116	0.011258190966113	0.0103170646446042
ENSMUSG00000088514	16034	1	1	-0.0369596428962758	0	0	0
ENSMUSG00000101400	16035	1	1	-0.0357858530142415	0	0	0
Gm17751	16036	1	1	-0.0357858530142415	0	0	0
ENSMUSG00000092596	16038	0.775969747272787	0.954234464595096	0.0126036563931319	-0.0445783548580119	0.011149637569986	0.0102175857488736
ENSMUSG00000102747	16039	1	1	-0.0354282627171968	0	0	0
Epha4	16040	1	1	-0.0354282627171968	0	0	0
Heph	16041	1	1	-0.0354282627171968	0	0	0
ENSMUSG00000095134	16041	0.798996352195442	0.974738663465719	-0.0454538044530812	-0.0157134390059438	0.011149637569986	0.0102175857488736
Cfap206	16042	1	1	-0.0354282627171968	0	0	0
Spink2	16043	1	1	-0.0354282627171968	-0.0364338319138145	0	0
ENSMUSG00000107472	16045	1	1	-0.0354282627171968	0	0	0
Col18a1	16047	1	1	-0.0354282627171968	0	0	0
ENSMUSG00000097879	16047	0.997487358412626	1	-0.0191640523050979	-0.0382189985867944	0.0107671753793112	0.00986709541191035
ENSMUSG00000031876	16049	1	1	-0.0354282627171968	0	0	0
ENSMUSG00000083462	16049	0.823866502200557	0.993136713756521	-0.00913606443379581	-0.012005672012387	0.0107671753793112	0.00986709541191035
Hoxc13	16050	1	1	-0.0354282627171968	0	0	0
ENSMUSG00000095330	16051	1	1	-0.0354282627171968	-0.0400896919569974	0	0
Garem1	16052	1	1	-0.0354282627171968	0	0	0
ENSMUSG00000096337	16053	0.801729008125106	0.976907748564187	-0.00866427229087941	-0.0293086165990611	-0.0222290512698021	0.00976298608513488
ENSMUSG00000079286	16055	1	1	-0.0354256115200281	-0.106859941101442	0	0
ENSMUSG00000095766	16056	0.920451033985761	1	-0.0109399776969825	-0.0171903136490282	0.0106535691625657	0.00976298608513488
ENSMUSG00000088412	16058	1	1	-0.0354256115200281	0	0	0
ENSMUSG00000082396	16059	1	1	-0.0354256115200281	0	0	0
ENSMUSG00000105560	16060	1	1	-0.0337983223434986	-0.037045485725185	0	0
Nyap1	16061	1	1	-0.0337983223434986	0	0	0
ENSMUSG00000086352	16063	1	1	-0.033779587091224	0	0	0
B630019K06Rik	16065	1	1	-0.0336378135783215	0	0	0
ENSMUSG00000100502	16067	1	1	-0.0334286594151205	0	0	0
Gm16796	16069	1	1	-0.0334286594151205	0	0	0
ENSMUSG00000070240	16070	1	1	-0.0334286594151205	0	0	0
ENSMUSG00000107514	16073	1	1	-0.0334286594151205	0	0	0
ENSMUSG00000087400	16074	1	1	-0.0334286594151205	0	0	0
ENSMUSG00000087486	16076	1	1	-0.0334286594151205	0	0	0
ENSMUSG00000094075	16077	1	1	-0.0334286594151205	0	0	0
ENSMUSG00000092485	16078	1	1	-0.0334286594151205	0	0	0
ENSMUSG00000087124	16079	1	1	-0.0327865287692523	0	0	0
ENSMUSG00000094278	16080	1	1	-0.0327865287692523	0	0	0
1700112H15Rik	16081	1	1	-0.0318475486224902	0	0	0
Tspan7	16082	1	1	-0.0318250026191657	-0.0438037686188939	0	0
ENSMUSG00000086172	16083	1	1	-0.0318250026191657	0	0	0
Mir3074-1	16083	0.704560408678473	0.917966484036382	-0.0157684718822419	-0.0296050605922854	0.00960222120919145	0.00879952536292974
ENSMUSG00000085564	16084	1	1	-0.0318250026191657	0	0	0
ENSMUSG00000084184	16085	1	1	-0.0313353697989272	0	0	0
Tbx15	16087	1	1	-0.0313353697989272	0	0	0
ENSMUSG00000108282	16088	1	1	-0.0313353697989272	0	0	0
Ccdc153	16089	1	1	-0.0313353697989272	0	0	0
1700048M11Rik	16090	1	1	-0.0313353697989272	0	0	0
Atoh8	16092	1	1	-0.0307708776014539	0	0	0
ENSMUSG00000102967	16094	1	1	-0.0307708776014539	-0.195730883119002	0	0
Olfr127	16095	1	1	-0.0307708776014539	0	0	0
Cetn1	16096	1	1	-0.0307708776014539	0	0	0
Scarna6	16098	1	1	-0.0304226205395065	0	0	0
ENSMUSG00000100247	16099	1	1	-0.0304226205395065	0	0	0
ENSMUSG00000107892	16101	1	1	-0.0304226205395065	0	0	0
Gm13043	16103	1	1	-0.0304226205395065	0	0	0
ENSMUSG00000106384	16104	1	1	-0.0304226205395065	0	0	0
Moxd2	16105	1	1	-0.0304226205395065	0	-0.209148255933853	0
Vmn1r29	16106	1	1	-0.0304226205395065	0	0	0
Tlx2	16107	1	1	-0.0304226205395065	0	0	0
Vmn2r29	16109	1	1	-0.0304226205395065	0	0	0
ENSMUSG00000083606	16111	1	1	-0.0304226205395065	0	0	0
ENSMUSG00000101822	16113	1	1	-0.0304226205395065	0	0	0
ENSMUSG00000088853	16114	1	1	-0.0304226205395065	0	0	0
ENSMUSG00000101306	16115	1	1	-0.0293854685734244	0	0	0
Tmem74b	16116	1	1	-0.0293854685734244	0	0	0
ENSMUSG00000080953	16117	1	1	-0.0293854685734244	0	0	0
ENSMUSG00000065751	16119	1	1	-0.0293854685734244	0	0	0
Ect2l	16120	1	1	-0.0293854685734244	0	0	-0.3318320689235
ENSMUSG00000093065	16122	1	1	-0.0288219201340331	0	0	0
Neo1	16123	1	1	-0.0288219201340331	0	0	0
Gm12248	16124	1	1	-0.0288219201340331	-0.134725780075224	0	0
D830032E09Rik	16126	1	1	-0.0286726523769573	0	0	0
Mpz	16127	1	1	-0.0286726523769573	0	0	0
Gm13483	16128	1	1	-0.0286726523769573	0	0	0
ENSMUSG00000104801	16131	1	1	-0.0286726523769573	0	0	0
ENSMUSG00000083644	16133	1	1	-0.0286726523769573	-0.0260787514582951	0	0
ENSMUSG00000086978	16134	1	1	-0.0286726523769573	0	0	0
ENSMUSG00000085063	16135	1	1	-0.0286726523769573	-0.146360824039481	0	0
ENSMUSG00000107272	16136	1	1	-0.0286726523769573	-0.037045485725185	0	0
Phactr2	16137	1	1	-0.0286726523769573	0	0	0
ENSMUSG00000097795	16138	1	1	-0.0286726523769573	0	0	0
AY358078	16140	1	1	-0.0286726523769573	0	0	0
Cd3g	16141	1	1	-0.0286726523769573	0	0	0
Abca13	16142	1	1	-0.0286726523769573	0	0	0
ENSMUSG00000085734	16143	1	1	-0.0286726523769573	0	0	0
Ptchd3	16144	1	1	-0.0286726523769573	0	0	0
Serpinb6d	16145	1	1	-0.0286726523769573	0	0	0
Rgs6	16147	1	1	-0.0286726523769573	0	0	0
ENSMUSG00000106957	16152	1	1	-0.0255868680205063	0	0	0
ENSMUSG00000077194	16153	1	1	-0.0255868680205063	0	0	0
Nrg3	16154	1	1	-0.0255868680205063	0	0	0
A830018L16Rik	16157	1	1	-0.0255546672962769	0	0	0
Cdh2	16157	0.975503028774124	1	0.0277047664647059	-0.0415556480464371	0.0245086104704426	-0.0464966147058479
Olfr433	16158	1	1	-0.0255546672962769	0	-0.0362218686958178	0
Cdc42bpa	16159	1	1	-0.0255546672962769	0	0	0
ENSMUSG00000103175	16160	1	1	-0.0255546672962769	0	0	0
ENSMUSG00000087504	16162	1	1	-0.0255546672962769	0	0	0
ENSMUSG00000082285	16163	1	1	-0.0255546672962769	0	0	0
ENSMUSG00000081878	16165	0.776867983378188	0.955091819523569	-0.0116636335397139	0.0117594777609532	-0.023259428366403	-0.0412037789551655
Nxf2	16166	1	1	-0.0255546672962769	0	0	0
ENSMUSG00000089794	16167	1	1	-0.0255546672962769	0	0	0
ENSMUSG00000103654	16168	1	1	-0.0255546672962769	0	0	0
ENSMUSG00000086068	16170	1	1	-0.0255546672962769	0	0	0
ENSMUSG00000083001	16171	1	1	-0.0255546672962769	0	0	0
ENSMUSG00000085269	16172	1	1	-0.0255546672962769	0	0	0
ENSMUSG00000103788	16174	1	1	-0.0255546672962769	0	0	0
ENSMUSG00000070461	16174	0.781645221285857	0.95922953033238	-0.00261709495867325	-0.0818999775520951	0.0225313414703697	-0.38877251896284
ENSMUSG00000095396	16176	0.952511465543871	1	0.0256648104598228	-0.00331729551535689	0.0227039936668968	-0.0530919361896563
4930550C14Rik	16178	1	1	-0.0255546672962769	0	0	0
Rnpc3	16179	0.792278556773817	0.969327687419708	0.0878013778353037	-0.331990037969725	0.305034381517445	0.449410080704898
Zfp286	16180	1	1	-0.0255546672962769	0	0	0
Cygb	16182	1	1	-0.0255546672962769	0	0	0
Pitx1	16184	1	1	-0.0255546672962769	0	0	0
Dlk1	16185	1	1	-0.0255546672962769	0	0	0
ENSMUSG00000105242	16186	1	1	-0.0255546672962769	0	0	0
Ttc23l	16187	1	1	-0.0255546672962769	0	0	0
ENSMUSG00000065812	16188	1	1	-0.0255546672962769	0	0	0
ENSMUSG00000082154	16190	0.845176130953651	1	-0.0369008646689112	-0.0900277106547475	-0.12233250814051	-0.0910923985044717
4930525G20Rik	16192	1	1	-0.0254685284462634	-0.0352352707750035	0	0
ENSMUSG00000101395	16193	1	1	-0.0244865204617593	0	0	0
ENSMUSG00000084195	16194	1	1	-0.0244865204617593	0	0	0
ENSMUSG00000102816	16195	1	1	-0.0244865204617593	0	0	0
ENSMUSG00000082795	16196	1	1	-0.0244865204617593	0	0	0
Olfr1076	16198	1	1	-0.0244865204617593	0	0	0
Csrnp2	16199	0.897429374937647	1	-0.0947805509268493	-0.10423387095961	-0.029005281106398	-0.272007296448499
ENSMUSG00000083014	16200	1	1	-0.0244865204617593	-0.0380815421769273	0	0
ENSMUSG00000084287	16201	1	1	-0.0244865204617593	0	0	0
ENSMUSG00000082894	16202	1	1	-0.0244865204617593	0	0	0
ENSMUSG00000082288	16203	1	1	-0.0244865204617593	0	0	0
ENSMUSG00000082630	16204	1	1	-0.0244865204617593	0	0	0
ENSMUSG00000088735	16206	1	1	-0.0244865204617593	0	0	0
Dgat1	16206	0.92495583890827	1	0.0387342906638649	0.139327781196943	0.182357407756109	-0.631248848165301
Gm10696	16207	1	1	-0.0244865204617593	0	0	0
Clnk	16210	1	1	-0.0244865204617593	0	0	0
ENSMUSG00000106126	16211	1	1	-0.0244865204617593	0	0	0
ENSMUSG00000107655	16214	1	1	-0.0244865204617593	0	0	0
ENSMUSG00000108200	16215	1	1	-0.0244865204617593	0	0	0
Klrb1	16215	0.844722378919633	1	0.0222434453022044	-0.0110593140168092	0.0196773337586809	-0.0625393878278297
ENSMUSG00000098216	16216	1	1	-0.0244865204617593	0	0	0
ENSMUSG00000103546	16217	0.792393736035747	0.969366692848604	0.0120819770732307	-0.102154374237515	-0.112429633984413	0.101564127117466
ENSMUSG00000076802	16218	1	1	-0.0244865204617593	0	0	0
Chrnb4	16219	1	1	-0.0244865204617593	0	0	0
ENSMUSG00000102183	16220	1	1	-0.0244865204617593	0	0	0
Zfp454	16222	1	1	-0.0244865204617593	0	0	0
ENSMUSG00000098732	16224	1	1	-0.0244865204617593	0	0	0
Cpn2	16226	1	1	-0.0244865204617593	0	0	0
ENSMUSG00000099871	16227	1	1	-0.0244865204617593	0	0	0
Myo7b	16228	1	1	-0.0244865204617593	0	0	0
Pcdhb14	16229	1	1	-0.0244865204617593	0	0	0
Htr4	16230	1	1	-0.0244865204617593	0	0	0
ENSMUSG00000103161	16231	1	1	-0.0239808102640742	0	0	0
ENSMUSG00000103493	16232	1	1	-0.0239808102640742	0	0	0
ENSMUSG00000094475	16233	1	1	-0.0239808102640742	0	0	0
ENSMUSG00000098385	16234	1	1	-0.0239808102640742	0	0	0
ENSMUSG00000088170	16235	1	1	-0.0239808102640742	0	0	0
ENSMUSG00000107998	16237	1	1	-0.0239808102640742	0	0	0
Snord88c	16238	1	1	-0.0239808102640742	0	0	0
ENSMUSG00000107208	16241	1	1	-0.0235574820243885	0	0	0
Grm8	16242	1	1	-0.0235574820243885	-0.0352352707750035	0	0
ENSMUSG00000032985	16243	1	1	-0.0235574820243885	0	0	0
ENSMUSG00000098054	16244	1	1	-0.0235574820243885	-0.0320384674456995	0	0
Olfr1535	16245	1	1	-0.0235574820243885	0	0	0
ENSMUSG00000101955	16248	1	1	-0.0235355012617706	0	0	0
A730036I17Rik	16249	1	1	-0.0235355012617706	0	0	0
Frmpd3	16251	1	1	-0.0235355012617706	0	0	0
ENSMUSG00000103245	16252	1	1	-0.0235355012617706	0	0	0
Gm29999	16253	1	1	-0.0235355012617706	-0.0364338319138145	0	0
ENSMUSG00000085180	16254	1	1	-0.0235355012617706	0	0	0
ENSMUSG00000106898	16257	1	1	-0.0235355012617706	0	0	0
ENSMUSG00000100660	16258	1	1	-0.0235355012617706	-0.0352352707750035	0	0
Cblc	16259	1	1	-0.0235355012617706	0	0	0
ENSMUSG00000088281	16260	1	1	-0.0235355012617706	0	0	0
ENSMUSG00000083000	16261	1	1	-0.0235355012617706	0	0	0
ENSMUSG00000053889	16262	1	1	-0.0235355012617706	0	0	0
ENSMUSG00000103556	16263	1	1	-0.0235355012617706	0	0	0
ENSMUSG00000064692	16264	1	1	-0.0235355012617706	0	0	0
ENSMUSG00000091902	16265	1	1	-0.0235355012617706	0	0	0
Plekhh2	16266	1	1	-0.0235355012617706	0	0	0
Fam135a	16268	1	1	-0.0221249013238687	0	0	0
Nsg1	16269	0.75910490181282	0.945521728281885	0.0189445310159196	-0.0651774243071768	0.0167589981964254	-0.0835983185243054
ENSMUSG00000103114	16270	1	1	-0.0221249013238687	0	0	0
Tox2	16271	1	1	-0.0221249013238687	0	0	0
Pet2	16272	1	1	-0.0221249013238687	0	0	0
ENSMUSG00000070167	16272	0.926287220265543	1	-0.0665085790330416	-0.00301177770981099	-0.0100255148355876	0.207294651358357
Mir6481	16273	1	1	-0.0221249013238687	0	0	0
ENSMUSG00000106443	16274	1	1	-0.0221249013238687	0	0	-0.175890612954207
9330178D15Rik	16275	1	1	-0.0221249013238687	0	0	0
Frem1	16276	1	1	-0.0221249013238687	0	0	0
ENSMUSG00000080736	16277	1	1	-0.0221249013238687	0	0	0
ENSMUSG00000105246	16278	1	1	-0.0221249013238687	0	0	0
ENSMUSG00000107973	16280	1	1	-0.0221249013238687	0	0	0
ENSMUSG00000083085	16281	1	1	-0.0221249013238687	0	0	0
ENSMUSG00000104261	16281	0.889050674529942	1	0.0143963642554583	0.0376646269306428	-0.0421428972512316	-0.147035463874139
ENSMUSG00000100094	16282	1	1	-0.0221249013238687	0	0	0
ENSMUSG00000089731	16283	1	1	-0.0221249013238687	0	0	0
Gm3055	16284	1	1	-0.0221249013238687	0	0	0
Timp3	16285	1	1	-0.0221249013238687	0	0	0
Gm16159	16286	1	1	-0.0221249013238687	0	0	0
ENSMUSG00000084711	16287	1	1	-0.0221249013238687	0	0	0
Mir6388	16289	1	1	-0.0221249013238687	0	0	0
ENSMUSG00000087861	16291	1	1	-0.0221249013238687	0	0	0
Tmprss15	16292	1	1	-0.0221249013238687	0	0	0
Unc93a	16293	1	1	-0.0221249013238687	0	0	0
ENSMUSG00000099571	16295	1	1	-0.0218630847793623	0	0	0
Tnfaip6	16296	1	1	-0.0218630847793623	0	0	0
ENSMUSG00000098080	16296	0.996355917032214	1	-0.0624986781894581	-0.124684200413511	-0.0365360797689611	-0.259567887641871
ENSMUSG00000083047	16297	1	1	-0.0218630847793623	0	0	0
ENSMUSG00000064961	16298	1	1	-0.0218630847793623	0	0	0
Gm715	16299	1	1	-0.0218630847793623	0	0	0
ENSMUSG00000081197	16300	1	1	-0.0218630847793623	0	0	0
ENSMUSG00000087775	16301	1	1	-0.0218630847793623	-0.0260787514582951	0	0
ENSMUSG00000105578	16303	1	1	-0.0218630847793623	0	0	0
ENSMUSG00000106031	16304	1	1	-0.0218630847793623	-0.0352352707750035	0	0
ENSMUSG00000108259	16305	1	1	-0.0218630847793623	0	0	0
ENSMUSG00000086631	16306	1	1	-0.0218630847793623	0	0	0
ENSMUSG00000074113	16307	1	1	-0.0218630847793623	0	0	0
ENSMUSG00000096905	16308	1	1	-0.0218630847793623	-0.0522920780327024	0	0
Klhl1	16309	1	1	-0.0218630847793623	0	0	0
Lctl	16310	1	1	-0.0218630847793623	0	0	0
ENSMUSG00000082614	16311	1	1	-0.0218630847793623	-0.0260787514582951	0	0
Rab3c	16313	1	1	-0.0218630847793623	0	0	0
ENSMUSG00000091507	16314	1	1	-0.0218630847793623	0	-0.110533397979669	0
ENSMUSG00000105984	16315	1	1	-0.0218630847793623	0	0	0
ENSMUSG00000064928	16316	1	1	-0.0218630847793623	0	0	0
ENSMUSG00000089524	16317	1	1	-0.0218630847793623	0	0	0
ENSMUSG00000097612	16318	1	1	-0.0206892918369347	0	0	0
ENSMUSG00000101054	16319	1	1	-0.0206892918369347	-0.0260787514582951	0	0
ENSMUSG00000101973	16320	1	1	-0.0206892918369347	0	0	0
ENSMUSG00000102523	16321	1	1	-0.0206892918369347	0	0	0
Gm3363	16322	1	1	-0.0206892918369347	0	-0.075875185579331	0
ENSMUSG00000081220	16323	1	1	-0.0206892918369347	0	0	0
Zfp36l3	16324	1	1	-0.0206892918369347	0	0	0
ENSMUSG00000080995	16325	1	1	-0.0206892918369347	0	0	0
4932411N23Rik	16326	1	1	-0.0206892918369347	0	0	0
ENSMUSG00000098189	16328	1	1	-0.0206892918369347	0	0	0
ENSMUSG00000102447	16328	0.972248914194347	1	0.0152521701679068	-0.0525919457173255	-0.0068333275160723	0.0035075087977776
ENSMUSG00000104869	16329	1	1	-0.0206892918369347	0	0	0
ENSMUSG00000106012	16330	1	1	-0.0206892918369347	0	0	0
Aldh1b1	16331	1	1	-0.0206892918369347	0	0	0
ENSMUSG00000105763	16335	1	1	-0.0206892918369347	0	0	0
Sgsm1	16337	1	1	-0.0206892918369347	-0.0402960002977278	0	0
Asb4	16338	1	1	-0.0206892918369347	0	0	0
ENSMUSG00000102802	16340	1	1	-0.0206892918369347	0	0	0
ENSMUSG00000093359	16342	1	1	-0.0206892918369347	0	0	0
Cmtm5	16343	1	1	-0.0206892918369347	0	0	0
Thsd4	16344	1	1	-0.0206892918369347	0	0	0
Trpc1	16345	1	1	-0.0206892918369347	0	0	0
ENSMUSG00000084251	16346	1	1	-0.0206892918369347	0	0	0
Gm11568	16347	1	1	-0.0206892918369347	0	0	0
