	Top	p.value	FDR	logFC.2	logFC.3	logFC.4	logFC.5
Ranbp6	7952	0.463746537802708	0.771548367160672	0.197667318547741	0.632107961622987	0.453098840063426	0.430311265415814
Arl5b	7954	0.420433668878	0.723645045368939	0.250089788429216	-0.313564020796808	0.0522709852702278	-0.865878658746188
ENSMUSG00000093105	7955	0.21401021021345	0.449899196795664	-0.151034284694184	0	-0.151786789326953	0
ENSMUSG00000087270	7955	0.464786927080386	0.772630704323255	-0.0289167491151464	-0.144700190573041	-0.0956032200065143	-0.0379862787070226
ENSMUSG00000102670	7957	0.663305448059038	0.887606140759357	-0.0949951008968987	-0.0550353158254992	0.0769941188863892	-0.015267806259419
ENSMUSG00000101199	7958	0.328530765166549	0.615716878483533	-0.147105919732958	-0.0690079639806999	-0.0535894629461356	-0.195941536765894
Ppp1r16a	7958	0.465790713004722	0.773920673982905	-0.0434186426274279	-1.07090192134936	-0.380676870268789	0.167624294682462
Rgs9bp	7959	0.663305455302953	0.887606140759357	-0.164751470125048	-0.0867511586799451	0.0813599095414062	0.0195286260301985
ENSMUSG00000102452	7960	0.334091127158372	0.621923898597295	-0.010370877469482	0.0629029708228527	0.07208720206397	-0.182086725779381
Kansl1l	7961	0.46926881978173	0.778010571722285	0.342666001032757	0.501972353591439	0.330829137341571	-1.02290434568387
ENSMUSG00000086714	7962	0.574879001288959	0.821263132549183	-0.0289568844568587	0.073065657733718	0.0559018197863164	-0.596145913267105
ENSMUSG00000085615	7964	0.51975468823936	0.81744405072214	0.0819686328928612	0.0693906826872352	0.0366439470211684	0.0972083902018138
ENSMUSG00000105280	7965	0.462222599407702	0.769499897097123	-0.0758415021335921	-0.0520784529894717	0.0373644034719254	-0.176949203968948
Nfatc1	7966	0.216552373006516	0.454328253988529	-0.821832650063192	-0.508435872579872	-0.390088150454248	-0.941056505535454
ENSMUSG00000097526	7967	0.234277246868508	0.477154700990157	-0.249380253232605	-0.443199055989118	0.0234635683886847	0.111983442342192
