"","x"
"15996","Lpcat1"
"15997","Slc6a3"
"15998","Clptm1l"
"15999","Tert"
"16000","Slc6a18"
"16001","Slc6a19"
"16002","Slc12a7"
"16003","Nkd2"
"16004","Trip13"
"16005","Brd9"
"16006","Zdhhc11"
"16007","Gm10126"
"16008","Tppp"
"16009","Cep72"
"16010","Slc9a3"
"16011","Exoc3"
"16012","Ahrr"
"16013","Pdcd6"
"16014","Sdha"
"16015","Ccdc127"
"16016","Lrrc14b"
"16017","Zfp72"
"16018","Gm10116"
"16019","Zfp825"
"16020","Erap1"
"16021","Cast"
"16022","Pcsk1"
"16023","Ell2"
"16024","Glrx"
"16025","Rhobtb3"
"16026","Spata9"
"16027","Rfesd"
"16028","Gpr150"
"16029","Arsk"
"16030","Ttc37"
"16031","Mctp1"
"16032","Ankrd32"
"16033","2210408I21Rik"
"16034","Fam172a"
"16035","Pou5f2"
"16036","Nr2f1"
"16037","Arrdc3"
"16038","Gpr98"
"16039","Lysmd3"
"16040","Polr3g"
"16041","Mblac2"
"16042","Cetn3"
"16043","Mef2c"
"16044","Tmem161b"
"16045","Gm4076"
"16046","Ccnh"
"16047","Rasa1"
"16048","Cox7c"
"16049","Edil3"
"16050","Hapln1"
"16051","Vcan"
"16052","Xrcc4"
"16053","Tmem167"
"16054","Gm21726"
"16055","Atp6ap1l"
"16056","Rps23"
"16057","Atg10"
"16058","Ssbp2"
"16059","Acot12"
"16060","Zcchc9"
"16061","Ckmt2"
"16062","Rasgrf2"
"16063","Msh3"
"16064","RP24-447G12.2"
"16065","Dhfr"
"16066","Ankrd34b"
"16067","Fam151b"
"16068","Zfyve16"
"16069","Spz1"
"16070","Serinc5"
"16071","Thbs4"
"16072","Mtx3"
"16073","Cmya5"
"16074","Papd4"
"16075","Homer1"
"16076","Jmy"
"16077","Bhmt"
"16078","Bhmt2"
"16079","Dmgdh"
"16080","Arsb"
"16081","Lhfpl2"
"16082","Scamp1"
"16083","Gm9776"
"16084","Ap3b1"
"16085","Tbca"
"16086","Otp"
"16087","Wdr41"
"16088","Pde8b"
"16089","Zbed3"
"16090","Aggf1"
"16091","Crhbp"
"16092","S100z"
"16093","F2rl1"
"16094","F2r"
"16095","Iqgap2"
"16096","F2rl2"
"16097","Sv2c"
"16098","Gm17190"
"16099","Poc5"
"16100","Ankdd1b"
"16101","Polk"
"16102","Gm17622"
"16103","Col4a3bp"
"16104","Hmgcr"
"16105","Gcnt4"
"16106","1700029F12Rik"
"16107","Fam169a"
"16108","Gm6169"
"16109","Nsa2"
"16110","Gfm2"
"16111","Hexb"
"16112","Enc1"
"16113","Gm10260"
"16114","Arhgef28"
"16115","Utp15"
"16116","Ankra2"
"16117","Gm21976"
"16118","Btf3"
"16119","Foxd1"
"16120","Gm10320"
"16121","Tmem174"
"16122","Tmem171"
"16123","Fcho2"
"16124","Tnpo1"
"16125","1700024P04Rik"
"16126","Zfp366"
"16127","Ptcd2"
"16128","Mrps27"
"16129","Map1b"
"16130","Cartpt"
"16131","Mccc2"
"16132","Bdp1"
"16133","Serf1"
"16134","Smn1"
"16135","Naip2"
"16136","Naip5"
"16137","Naip6"
"16138","Naip1"
"16139","Gtf2h2"
"16140","Ocln"
"16141","Marveld2"
"16142","Rad17"
"16143","Ak6"
"16144","Taf9"
"16145","Ccdc125"
"16146","Cdk7"
"16147","Mrps36"
"16148","Cenph"
"16149","Ccnb1"
"16150","Slc30a5"
"16151","Pik3r1"
"16152","Cd180"
"16153","Mast4"
"16154","Srek1"
"16155","Erbb2ip"
"16156","Nln"
"16157","Sgtb"
"16158","Trappc13"
"16159","Trim23"
"16160","Ppwd1"
"16161","Cenpk"
"16162","Adamts6"
"16163","Cwc27"
"16164","Srek1ip1"
"16165","Fam159b"
"16166","Rgs7bp"
"16167","4933425L06Rik"
"16168","Rnf180"
"16169","Htr1a"
"16170","Ipo11"
"16171","Dimt1"
"16172","Kif2a"
"16173","3830408C21Rik"
"16174","Apoo-ps"
"16175","Zswim6"
"16176","Smim15"
"16177","Ndufaf2"
"16178","Ercc8"
"16179","Elovl7"
"16180","Depdc1b"
"16181","Pde4d"
"16182","Rab3c"
"16183","Gapt"
"16184","Plk2"
"16185","Actbl2"
"16186","Gpbp1"
"16187","Gm10198"
"16188","Mier3"
"16189","Map3k1"
"16190","Ankrd55"
"16191","Il6st"
"16192","Il31ra"
"16193","Ddx4"
"16194","Slc38a9"
"16195","Ppap2a"
"16196","Skiv2l2"
"16197","Dhx29"
"16198","Ccno"
"16199","Mcidas"
"16200","Cdc20b"
"16201","Gm10735"
"16202","Gpx8"
"16203","Gzma"
"16204","Gzmk"
"16205","Esm1"
"16206","BC067074"
"16207","Snx18"
"16208","Hspb3"
"16209","Arl15"
"16210","Ndufs4"
"16211","Fst"
"16212","Mocs2"
"16213","Itga2"
"16214","Itga1"
"16215","Pelo"
"16216","Isl1"
"16217","Parp8"
"16218","Gm17509"
"16219","Emb"
"16220","Hcn1"
"16221","Mrps30"
"16222","B430218F22Rik"
"16223","Fgf10"
"16224","Nnt"
"16225","Paip1"
"16226","4833420G17Rik"
"16227","3110070M22Rik"
"16228","Gm7120"
"16229","Gm21967"
"16230","Ccl28"
"16231","Hmgcs1"
"16232","Nim1k"
"16233","Zfp131"
"16234","AF067063"
"16235","D13Ertd608e"
"16236","Tcstv1"
"16237","Gm21761"
"16238","B020031M17Rik"
"16239","Gm21370"
"16240","Gm21188"
"16241","Gm20767"
"16242","Gm21818"
"16243","Gm21762"
"16244","Gm21731"
"16245","AF067061"
"16246","BC147527"
"16247","Tcstv3"
"16248","Gm2888"
"16249","Gm2897"
"16250","Gm10340"
"16251","Gm5795"
"16252","D830030K20Rik"
"16253","Gm2956"
"16254","Gm10413"
"16255","Gm10409"
"16256","Gm3005"
"16257","Gm10408"
"16258","Gm3012"
"16259","Gm3020"
"16260","Gm3043"
"16261","Gm3002"
"16262","Gm3033"
"16263","Gm2916"
"16264","Gm3029"
"16265","Gm3095"
"16266","Gm3099"
"16267","Gm5796"
"16268","Gm3115"
"16269","Gm8108"
"16270","Gm3127"
"16271","Gm2974"
"16272","Gm3138"
"16273","Gm3149"
"16274","2610042L04Rik"
"16275","Gm3159"
"16276","Gm3164"
"16277","Gm3173"
"16278","Gm3182"
"16279","Gm3047"
"16280","Gm8159"
"16281","Gm3239"
"16282","Gm7876"
"16283","Gm3252"
"16284","Gm9602"
"16285","Gm3269"
"16286","Gm3264"
"16287","Gm3278"
"16288","Gm8297"
"16289","Gm3298"
"16290","4930555G01Rik"
"16291","Gm8281"
"16292","Gm8279"
"16293","Gm3317"
"16294","Gm8271"
"16295","Gm3526"
"16296","Gm3542"
"16297","Gm3500"
"16298","Gm3194"
"16299","Gm8246"
"16300","Gm3187"
"16301","Gm3488"
"16302","Gm3532"
"16303","Gm3383"
"16304","Gm8265"
"16305","Gm9603"
"16306","Gm3373"
"16307","Gm3424"
"16308","Gm8237"
"16309","Gm3248"
"16310","Gm3453"
"16311","Gm8206"
"16312","Gm3468"
"16313","Gm6337"
"16314","Gm3476"
"16315","Gm21560"
"16316","Gm3411"
"16317","Gm21103"
"16318","Gm3618"
"16319","Gm16440"
"16320","Gm3591"
"16321","Gm3594"
"16322","Gm8356"
"16323","Gm3629"
"16324","Gm3460"
"16325","Gm10251"
"16326","Gm8050"
"16327","Gm3636"
"16328","Gm8362"
"16329","Gm3642"
"16330","Gm3667"
"16331","Gm6356"
"16332","Gm10406"
"16333","Gm3685"
"16334","Gm3696"
"16335","Gm6676"
"16336","Gm3512"
"16337","Gm16434"
"16338","Gm3727"
"16339","Gm3739"
"16340","Gm5797"
"16341","Gm8374"
"16342","Gm10339"
"16343","Gm3755"
"16344","Gm3752"
"16345","Gm3558"
"16346","Gm10338"
"16347","Gm10128"
"16348","Gm26661"
"16349","Flnb"
"16350","Dnase1l3"
"16351","Abhd6"
"16352","Rpp14"
"16353","Rpp14"
"16354","Pxk"
"16355","Pdhb"
"16356","Kctd6"
"16357","Acox2"
"16358","Fam107a"
"16359","Oit1"
"16360","4930452B06Rik"
"16361","Fhit"
"16362","Rpl21-ps4"
"16363","Gm3839"
"16364","Ptprg"
"16365","3830406C13Rik"
"16366","Fezf2"
"16367","Cadps"
"16368","Synpr"
"16369","Sntn"
"16370","Gm281"
"16371","Thoc7"
"16372","Atxn7"
"16373","Psmd6"
"16374","Olfr720"
"16375","Olfr31"
"16376","Il3ra"
"16377","Olfr721-ps1"
"16378","Slc4a7"
"16379","Nek10"
"16380","Lrrc3b"
"16381","Oxsm"
"16382","Ngly1"
"16383","Top2b"
"16384","Rarb"
"16385","Thrb"
"16386","Nr1d2"
"16387","Rpl15"
"16388","Nkiras1"
"16389","Ube2e1"
"16390","Ube2e2"
"16391","Gm9637"
"16392","Gm21738"
"16393","Gm2244"
"16394","Gm2237"
"16395","Gm5458"
"16396","Nid2"
"16397","2700060E02Rik"
"16398","Gng2"
"16399","Saysd1"
"16400","Kcnk5"
"16401","Kcnk16"
"16402","Nudt13"
"16403","Ecd"
"16404","Fam149b"
"16405","Dnajc9"
"16406","Mrps16"
"16407","Cfap70"
"16408","Anxa7"
"16409","Mss51"
"16410","Ppp3cb"
"16411","Usp54"
"16412","Myoz1"
"16413","Synpo2l"
"16414","Sec24c"
"16415","Fut11"
"16416","Chchd1"
"16417","Zswim8"
"16418","Ndst2"
"16419","Camk2g"
"16420","Plau"
"16421","Vcl"
"16422","Ap3m1"
"16423","Adk"
"16424","Kat6b"
"16425","Dupd1"
"16426","Dusp13"
"16427","Samd8"
"16428","Vdac2"
"16429","Comtd1"
"16430","Zfp503"
"16431","1700112E06Rik"
"16432","Kcnma1"
"16433","Dlg5"
"16434","E330034G19Rik"
"16435","Polr3a"
"16436","Rps24"
"16437","Zmiz1"
"16438","Ppif"
"16439","Zcchc24"
"16440","Anxa11"
"16441","Plac9a"
"16442","Tmem254a"
"16443","Cphx1"
"16444","Duxbl1"
"16445","Tmem254c"
"16446","Cphx2"
"16447","Cphx3"
"16448","Duxbl2"
"16449","Plac9b"
"16450","Tmem254b"
"16451","Duxbl3"
"16452","Slmap"
"16453","Gm2178"
"16454","Dennd6a"
"16455","4930570N19Rik"
"16456","Arf4"
"16457","Pde12"
"16458","Dnah12"
"16459","Asb14"
"16460","Appl1"
"16461","Hesx1"
"16462","Il17rd"
"16463","Arhgef3"
"16464","Fam208a"
"16465","Ccdc66"
"16466","Erc2"
"16467","Wnt5a"
"16468","Cacna2d3"
"16469","Lrtm1"
"16470","Selk"
"16471","Actr8"
"16472","Il17rb"
"16473","Chdh"
"16474","Cacna1d"
"16475","Dcp1a"
"16476","Tkt"
"16477","Prkcd"
"16478","Rft1"
"16479","Sfmbt1"
"16480","Tmem110"
"16481","Mustn1"
"16482","Itih4"
"16483","Itih3"
"16484","Itih1"
"16485","Nek4"
"16486","Spcs1"
"16487","Glt8d1"
"16488","Gnl3"
"16489","Pbrm1"
"16490","Smim4"
"16491","Nt5dc2"
"16492","Stab1"
"16493","Nisch"
"16494","Tnnc1"
"16495","Sema3g"
"16496","Phf7"
"16497","Bap1"
"16498","Dnah1"
"16499","Capn7"
"16500","Sh3bp5"
"16501","Mettl6"
"16502","Eaf1"
"16503","Colq"
"16504","Hacl1"
"16505","Btd"
"16506","Ankrd28"
"16507","Galnt15"
"16508","Dph3"
"16509","Oxnad1"
"16510","Msmb"
"16511","Ncoa4"
"16512","Timm23"
"16513","Parg"
"16514","Ogdhl"
"16515","1700024G13Rik"
"16516","Chat"
"16517","Slc18a3"
"16518","Ercc6"
"16519","Prrxl1"
"16520","3425401B19Rik"
"16521","1810011H11Rik"
"16522","Fam170b"
"16523","Vstm4"
"16524","Wdfy4"
"16525","Lrrc18"
"16526","Arhgap22"
"16527","Mapk8"
"16528","Ptpn20"
"16529","Gdf10"
"16530","Gdf2"
"16531","Rbp3"
"16532","Zfp488"
"16533","Gm5460"
"16534","A630023A22Rik"
"16535","Antxrl"
"16536","Anxa8"
"16537","Npy4r"
"16538","Rpl23a-ps3"
"16539","Gprin2"
"16540","Syt15"
"16541","Fam35a"
"16542","Glud1"
"16543","Fam25c"
"16544","Sncg"
"16545","Mmrn2"
"16546","Bmpr1a"
"16547","9230112D13Rik"
"16548","Ldb3"
"16549","Opn4"
"16550","Wapal"
"16551","Grid1"
"16552","4930596D02Rik"
"16553","4930474N05Rik"
"16554","Ccser2"
"16555","Rgr"
"16556","Lrit1"
"16557","Lrit2"
"16558","Cdhr1"
"16559","2610528A11Rik"
"16560","Ghitm"
"16561","Nrg3"
"16562","Sh2d4b"
"16563","Tspan14"
"16564","Fam213a"
"16565","Dydc2"
"16566","Dydc1"
"16567","Mat1a"
"16568","Sftpa1"
"16569","Mbl1"
"16570","Sftpd"
"16571","Gm2832"
"16572","Gm5798"
"16573","Gm7945"
"16574","Gm6482"
"16575","Gm7954"
"16576","Gm3486"
"16577","Gm7970"
"16578","1700049E17Rik2"
"16579","Gm3072"
"16580","Gm3676"
"16581","Gm8068"
"16582","Gm7929"
"16583","Gm7980"
"16584","1700049E17Rik1"
"16585","1700024B05Rik"
"16586","Gm6401"
"16587","Gm3543"
"16588","Gm7951"
"16589","Gm17027"
"16590","Gm3573"
"16591","Gm17026"
"16592","Gm9611"
"16593","Gm7995"
"16594","Gm8005"
"16595","Gm8011"
"16596","Gm8020"
"16597","Gm8024"
"16598","Gm17124"
"16599","Gm3633"
"16600","Gm10378"
"16601","Gm3015"
"16602","Gm10377"
"16603","Gm21977"
"16604","Gm8082"
"16605","Gm10376"
"16606","Gm8094"
"16607","Gm8104"
"16608","Gm7233"
"16609","Gm8122"
"16610","Gm8126"
"16611","Gm8127"
"16612","Gm9732"
"16613","1700001F09Rik"
"16614","Gm8138"
"16615","Gm5799"
"16616","Gm17654"
"16617","Gm10375"
"16618","Gm8165"
"16619","Gm16506"
"16620","Gm6526"
"16621","Gm8180"
"16622","Ear1"
"16623","Ear10"
"16624","Gm8113"
"16625","Ang5"
"16626","Ang6"
"16627","Ear2"
"16628","Gm3327"
"16629","4930503E14Rik"
"16630","Gm8212"
"16631","Gm8220"
"16632","Gm5930"
"16633","Gm8229"
"16634","Gm3371"
"16635","Gm8232"
"16636","BC061237"
"16637","Gm17093"
"16638","Gm5624"
"16639","Gm8247"
"16640","Gm8257"
"16641","Gm8267"
"16642","Ptgdr"
"16643","Ptger2"
"16644","Txndc16"
"16645","Gpr137c"
"16646","Ero1l"
"16647","Psmc6"
"16648","Styx"
"16649","Gnpnat1"
"16650","Fermt2"
"16651","Ddhd1"
"16652","Gm15217"
"16653","Bmp4"
"16654","Cdkn3"
"16655","Cnih1"
"16656","Gmfb"
"16657","Cgrrf1"
"16658","Samd4"
"16659","Gch1"
"16660","Wdhd1"
"16661","Socs4"
"16662","Mapk1ip1l"
"16663","Lgals3"
"16664","Dlgap5"
"16665","Fbxo34"
"16666","Atg14"
"16667","Ktn1"
"16668","Peli2"
"16669","Tmem260"
"16670","Otx2"
"16671","Exoc5"
"16672","Ap5m1"
"16673","Naa30"
"16674","1700011H14Rik"
"16675","Slc35f4"
"16676","3632451O06Rik"
"16677","Olfr722"
"16678","Olfr723"
"16679","Olfr724"
"16680","Olfr725"
"16681","Olfr726"
"16682","Olfr727"
"16683","Olfr728"
"16684","Olfr729"
"16685","Olfr730"
"16686","Olfr731"
"16687","Olfr732"
"16688","Olfr733"
"16689","Olfr734"
"16690","Olfr735"
"16691","Tlr11"
"16692","Olfr736"
"16693","Olfr738"
"16694","Olfr739"
"16695","Olfr740"
"16696","Olfr741"
"16697","Olfr742"
"16698","Olfr743"
"16699","Olfr744"
"16700","Olfr745"
"16701","Olfr746"
"16702","Olfr747"
"16703","Olfr748"
"16704","Olfr749"
"16705","Ttc5"
"16706","Ccnb1ip1"
"16707","Parp2"
"16708","Tep1"
"16709","Klhl33"
"16710","A930018M24Rik"
"16711","Osgep"
"16712","Apex1"
"16713","Tmem55b"
"16714","Pnp"
"16715","Pnp2"
"16716","Rnase10"
"16717","Rnase9"
"16718","Rnase11"
"16719","Rnase12"
"16720","Olfr750"
"16721","Rnase4"
"16722","Ang"
"16723","Eddm3b"
"16724","Rnase6"
"16725","Rnase1"
"16726","Rnase2b"
"16727","Ang2"
"16728","Ear14"
"16729","Rnase2a"
"16730","Gm7247"
"16731","Vmn2r88"
"16732","Vmn2r89"
"16733","Gm5622"
"16734","Gm17175"
"16735","Gm17174"
"16736","Gm17078"
"16737","Gm4181"
"16738","Gm17079"
"16739","Gm5800"
"16740","Ang4"
"16741","AY358078"
"16742","Ear6"
"16743","Mettl17"
"16744","Slc39a2"
"16745","Ndrg2"
"16746","Tppp2"
"16747","Rnase13"
"16748","Arhgef40"
"16749","Zfp219"
"16750","Tmem253"
"16751","Olfr221"
"16752","Hnrnpc"
"16753","Rpgrip1"
"16754","Supt16"
"16755","Chd8"
"16756","Rab2b"
"16757","Tox4"
"16758","Mettl3"
"16759","Sall2"
"16760","Olfr1513"
"16761","Olfr1512"
"16762","Olfr1511"
"16763","Olfr1510"
"16764","Olfr1509"
"16765","Olfr1508"
"16766","Olfr1507"
"16767","Trav13d-3"
"16768","Trav9n-1"
"16769","Trav7n-6"
"16770","Trav13n-3"
"16771","B230359F08Rik"
"16772","Dad1"
"16773","Abhd4"
"16774","Olfr49"
"16775","Oxa1l"
"16776","Slc7a7"
"16777","Mrpl52"
"16778","Mmp14"
"16779","Lrp10"
"16780","Rem2"
"16781","Prmt5"
"16782","Haus4"
"16783","Ajuba"
"16784","4931414P19Rik"
"16785","Psmb5"
"16786","Psmb11"
"16787","Cdh24"
"16788","Gm20726"
"16789","Gm17606"
"16790","Acin1"
"16791","1700123O20Rik"
"16792","Cebpe"
"16793","Slc7a8"
"16794","Homez"
"16795","Ppp1r3e"
"16796","Bcl2l2"
"16797","Gm20521"
"16798","Pabpn1"
"16799","Slc22a17"
"16800","Efs"
"16801","Il25"
"16802","Cmtm5"
"16803","Myh6"
"16804","Myh7"
"16805","Gm17428"
"16806","Ngdn"
"16807","Thtpa"
"16808","Zfhx2"
"16809","Ap1g2"
"16810","Jph4"
"16811","Dhrs2"
"16812","Dhrs4"
"16813","Lrrc16b"
"16814","Cpne6"
"16815","Nrl"
"16816","Pck2"
"16817","A730061H03Rik"
"16818","Dcaf11"
"16819","Fitm1"
"16820","Psme1"
"16821","Emc9"
"16822","Psme2"
"16823","Rnf31"
"16824","Irf9"
"16825","Rec8"
"16826","Ipo4"
"16827","Tm9sf1"
"16828","Tssk4"
"16829","Mdp1"
"16830","Nedd8"
"16831","Gmpr2"
"16832","Tinf2"
"16833","Tgm1"
"16834","Rabggta"
"16835","Dhrs1"
"16836","Nop9"
"16837","Cideb"
"16838","Ltb4r2"
"16839","Ltb4r1"
"16840","Adcy4"
"16841","Ripk3"
"16842","Nfatc4"
"16843","Nynrin"
"16844","Cbln3"
"16845","Khnyn"
"16846","Sdr39u1"
"16847","Cma1"
"16848","Cma2"
"16849","Mcpt1"
"16850","Mcpt9"
"16851","Mcpt2"
"16852","Mcpt4"
"16853","Mcpt8"
"16854","Ctsg"
"16855","Gzme"
"16856","Gzmd"
"16857","Gzmg"
"16858","Gzmn"
"16859","Gzmf"
"16860","Gzmc"
"16861","Gzmb"
"16862","Atp12a"
"16863","Rnf17"
"16864","Cenpj"
"16865","Parp4"
"16866","Mphosph8"
"16867","Pspc1"
"16868","Zmym5"
"16869","Zmym2"
"16870","B020004C17Rik"
"16871","Gja3"
"16872","Gjb2"
"16873","Gm4491"
"16874","Gjb6"
"16875","Cryl1"
"16876","Ift88"
"16877","Il17d"
"16878","N6amt2"
"16879","Xpo4"
"16880","Lats2"
"16881","Sap18"
"16882","Ska3"
"16883","Mrpl57"
"16884","Zdhhc20"
"16885","Micu2"
"16886","Fgf9"
"16887","Rpl13-ps3"
"16888","1700129C05Rik"
"16889","Gm5142"
"16890","Rcbtb1"
"16891","Gm6904"
"16892","Phf11a"
"16893","Phf11b"
"16894","Phf11d"
"16895","Phf11c"
"16896","Setdb2"
"16897","Cab39l"
"16898","Cdadc1"
"16899","Shisa2"
"16900","Atp8a2"
"16901","4930563I02Rik"
"16902","Nupl1"
"16903","Mtmr6"
"16904","Amer2"
"16905","Spata13"
"16906","C1qtnf9"
"16907","Mipep"
"16908","Tnfrsf19"
"16909","Sacs"
"16910","Sgcg"
"16911","Arl11"
"16912","Ebpl"
"16913","Kpna3"
"16914","Spryd7"
"16915","Trim13"
"16916","Kcnrg"
"16917","Dleu7"
"16918","Rnaseh2b"
"16919","Gucy1b2"
"16920","Fam124a"
"16921","Serpine3"
"16922","Ints6"
"16923","Wdfy2"
"16924","Defb48"
"16925","Defb47"
"16926","Defb43"
"16927","Defb30"
"16928","Defb42"
"16929","Ctsb"
"16930","Fdft1"
"16931","Neil2"
"16932","Gata4"
"16933","Blk"
"16934","Fam167a"
"16935","Tdh"
"16936","Mtmr9"
"16937","Xkr6"
"16938","Pinx1"
"16939","Sox7"
"16940","4930578I06Rik"
"16941","Rp1l1"
"16942","Prss55"
"16943","Prss51"
"16944","Prss52"
"16945","Msra"
"16946","Kif13b"
"16947","Hmbox1"
"16948","Ints9"
"16949","Extl3"
"16950","Fzd3"
"16951","Fbxo16"
"16952","Zfp395"
"16953","Pnoc"
"16954","Elp3"
"16955","Nuggc"
"16956","Scara5"
"16957","Pbk"
"16958","Esco2"
"16959","Ccdc25"
"16960","Scara3"
"16961","Clu"
"16962","Gulo"
"16963","Adam2"
"16964","Ephx2"
"16965","Chrna2"
"16966","Ptk2b"
"16967","Trim35"
"16968","Stmn4"
"16969","Adra1a"
"16970","Gm10032"
"16971","Dpysl2"
"16972","Gm5464"
"16973","Pnma2"
"16974","Bnip3l"
"16975","Ppp2r2a"
"16976","Ebf2"
"16977","Gm6878"
"16978","Cdca2"
"16979","Kctd9"
"16980","Gnrh1"
"16981","Dock5"
"16982","Nefm"
"16983","Nefl"
"16984","Adam7"
"16985","Adamdec1"
"16986","Adam28"
"16987","Stc1"
"16988","Nkx2-6"
"16989","Nkx3-1"
"16990","Slc25a37"
"16991","Synb"
"16992","Entpd4"
"16993","Gm28049"
"16994","Gm27179"
"16995","Gm21685"
"16996","Loxl2"
"16997","R3hcc1"
"16998","Chmp7"
"16999","Tnfrsf10b"
"17000","Rhobtb2"
"17001","Pebp4"
"17002","Egr3"
"17003","Bin3"
"17004","Ccar2"
"17005","9930012K11Rik"
"17006","Pdlim2"
"17007","Sorbs3"
"17008","Ppp3cc"
"17009","Slc39a14"
"17010","Piwil2"
"17011","Polr3d"
"17012","Phyhip"
"17013","Bmp1"
"17014","Sftpc"
"17015","Lgi3"
"17016","Reep4"
"17017","Hr"
"17018","Nudt18"
"17019","Fam160b2"
"17020","Dmtn"
"17021","Fgf17"
"17022","Npm2"
"17023","Xpo7"
"17024","Dok2"
"17025","Gfra2"
"17026","Fndc3a"
"17027","Cysltr2"
"17028","Rcbtb2"
"17029","Rb1"
"17030","Lpar6"
"17031","Itm2b"
"17032","Med4"
"17033","Nudt15"
"17034","Sucla2"
"17035","Gm21750"
"17036","Htr2a"
"17037","Esd"
"17038","Lrch1"
"17039","5031414D18Rik"
"17040","Lrrc63"
"17041","Lcp1"
"17042","Cpb2"
"17043","Zc3h13"
"17044","Siah3"
"17045","Spert"
"17046","4930564B18Rik"
"17047","Cog3"
"17048","Slc25a30"
"17049","Tpt1"
"17050","Gtf2f2"
"17051","Kctd4"
"17052","Gpalpp1"
"17053","Nufip1"
"17054","Rps2-ps6"
"17055","Tsc22d1"
"17056","Serp2"
"17057","Lacc1"
"17058","Ccdc122"
"17059","Enox1"
"17060","Gm6994"
"17061","Gm1587"
"17062","Dnajc15"
"17063","Epsti1"
"17064","Fam216b"
"17065","Tnfsf11"
"17066","Akap11"
"17067","Dgkh"
"17068","Vwa8"
"17069","Zfp957"
"17070","Rgcc"
"17071","Naa16"
"17072","Mtrf1"
"17073","Kbtbd7"
"17074","Zbtbd6"
"17075","Wbp4"
"17076","Elf1"
"17077","Sugt1"
"17078","Lect1"
"17079","Pcdh8"
"17080","Gm10845"
"17081","Olfm4"
"17082","Pcdh17"
"17083","Diap3"
"17084","Tdrd3"
"17085","Pcdh20"
"17086","Gm10110"
"17087","Pcdh9"
"17088","4921530L21Rik"
"17089","Klhl1"
"17090","Dach1"
"17091","Mzt1"
"17092","Bora"
"17093","Dis3"
"17094","Pibf1"
"17095","Klf5"
"17096","Klf12"
"17097","Prr30"
"17098","Tbc1d4"
"17099","Commd6"
"17100","Uchl3"
"17101","Gm9922"
"17102","Lmo7"
"17103","Kctd12"
"17104","Irg1"
"17105","Cln5"
"17106","Fbxl3"
"17107","Mycbp2"
"17108","Scel"
"17109","Slain1"
"17110","Ednrb"
"17111","Pou4f1"
"17112","Rnf219"
"17113","Rbm26"
"17114","Ndfip2"
"17115","Gm10076"
"17116","Spry2"
"17117","Gm4775"
"17118","Trim52"
"17119","Slitrk1"
"17120","Slitrk6"
"17121","Slitrk5"
"17122","Tpm3-rs7"
"17123","Gpc5"
"17124","Gpc6"
"17125","Dct"
"17126","Tgds"
"17127","Gpr180"
"17128","Sox21"
"17129","Gm9376"
"17130","Abcc4"
"17131","Cldn10"
"17132","Dzip1"
"17133","Dnajc3"
"17134","Uggt2"
"17135","Hs6st3"
"17136","Oxgr1"
"17137","Mbnl2"
"17138","Rap2a"
"17139","Ipo5"
"17140","Farp1"
"17141","Stk24"
"17142","Slc15a1"
"17143","Dock9"
"17144","Ubac2"
"17145","Gpr18"
"17146","Gpr183"
"17147","Timm8a2"
"17148","Tm9sf2"
"17149","Clybl"
"17150","Gm5089"
"17151","Zic5"
"17152","Zic2"
"17153","Gm10837"
"17154","Pcca"
"17155","Ggact"
"17156","Tmtc4"
"17157","Nalcn"
"17158","Itgbl1"
"17159","Fgf14"
"17160","Gm17615"
"17161","Sepp1"
"17162","Ccdc152"
"17163","Ghr"
"17164","Fbxo4"
"17165","AW549877"
"17166","Oxct1"
"17167","Plcxd3"
"17168","C6"
"17169","Mroh2b"
"17170","C7"
"17171","Card6"
"17172","Rpl37"
"17173","Gm10250"
"17174","Prkaa1"
"17175","Ttc33"
"17176","Ptger4"
"17177","Dab2"
"17178","C9"
"17179","Fyb"
"17180","Rictor"
"17181","Osmr"
"17182","Lifr"
"17183","Egflam"
"17184","Gdnf"
"17185","Wdr70"
"17186","Nup155"
"17187","2410089E03Rik"
"17188","Nipbl"
"17189","Gm2310"
"17190","Slc1a3"
"17191","Ranbp3l"
"17192","Nadk2"
"17193","Skp2"
"17194","Lmbrd2"
"17195","Ugt3a1"
"17196","Ugt3a2"
"17197","Capsl"
"17198","Il7r"
"17199","Spef2"
"17200","Prlr"
"17201","Gm21973"
"17202","Agxt2"
"17203","Dnajc21"
"17204","Brix1"
"17205","Rad1"
"17206","Ttc23l"
"17207","Rai14"
"17208","C1qtnf3"
"17209","Amacr"
"17210","Slc45a2"
"17211","Slc45a2"
"17212","Rxfp3"
"17213","Adamts12"
"17214","Tars"
"17215","Npr3"
"17216","Sub1"
"17217","Zfr"
"17218","Mtmr12"
"17219","1810049J17Rik"
"17220","Golph3"
"17221","Pdzd2"
"17222","6030458C11Rik"
"17223","Drosha"
"17224","Cdh6"
"17225","Cdh9"
"17226","Cdh10"
"17227","Acot10"
"17228","Cdh12"
"17229","Cdh18"
"17230","9230109A22Rik"
"17231","Basp1"
"17232","Gm5468"
"17233","Myo10"
"17234","Fam134b"
"17235","Zfp622"
"17236","March11"
"17237","Fbxl7"
"17238","Gm6576"
"17239","Ank"
"17240","Otulin"
"17241","Fam105a"
"17242","Trio"
"17243","Dnah5"
"17244","Ctnnd2"
"17245","Dap"
"17246","Fam136b-ps"
"17247","Ankrd33b"
"17248","Ropn1l"
"17249","March6"
"17250","Cmbl"
"17251","Cct5"
