"","x"
"7456","Usp18"
"7457","Slc6a13"
"7458","Slc6a12"
"7459","Iqsec3"
"7460","A2m"
"7461","Mug1"
"7462","Mug2"
"7463","Klrg1"
"7464","M6pr"
"7465","Phc1"
"7466","1700063H04Rik"
"7467","Rimklb"
"7468","Mfap5"
"7469","Aicda"
"7470","Apobec1"
"7471","Gdf3"
"7472","Dppa3"
"7473","Nanog"
"7474","Slc2a3"
"7475","Foxj2"
"7476","C3ar1"
"7477","Necap1"
"7478","Clec4a1"
"7479","Clec4a3"
"7480","Clec4a4"
"7481","Clec4b1"
"7482","Clec4a2"
"7483","Clec4b2"
"7484","Clec4n"
"7485","Clec4d"
"7486","Clec4e"
"7487","Vmn2r19"
"7488","Vmn2r20"
"7489","Vmn2r21"
"7490","Vmn2r22"
"7491","Vmn2r23"
"7492","Vmn2r24"
"7493","Vmn2r25"
"7494","Vmn2r26"
"7495","Vmn2r27"
"7496","Cd163"
"7497","1700013D24Rik"
"7498","Pex5"
"7499","Clstn3"
"7500","C1rl"
"7501","C1ra"
"7502","C1s1"
"7503","C1rb"
"7504","C1s2"
"7505","Lpcat3"
"7506","Emg1"
"7507","Phb2"
"7508","Ptpn6"
"7509","Grcc10"
"7510","Atn1"
"7511","Eno2"
"7512","Lrrc23"
"7513","Spsb2"
"7514","Tpi1"
"7515","Usp5"
"7516","Cdca3"
"7517","Gnb3"
"7518","Leprel2"
"7519","Gpr162"
"7520","Cd4"
"7521","Lag3"
"7522","Ptms"
"7523","A230083G16Rik"
"7524","Mlf2"
"7525","Cops7a"
"7526","Pianp"
"7527","Zfp384"
"7528","Ing4"
"7529","Acrbp"
"7530","Lpar5"
"7531","Chd4"
"7532","Nop2"
"7533","Iffo1"
"7534","IFFO1"
"7535","Gapdh"
"7536","Ncapd2"
"7537","Mrpl51"
"7538","Vamp1"
"7539","Tapbpl"
"7540","Cd27"
"7541","Tuba3a"
"7542","Ltbr"
"7543","Scnn1a"
"7544","Tnfrsf1a"
"7545","Plekhg6"
"7546","Cd9"
"7547","Vwf"
"7548","Ano2"
"7549","Ntf3"
"7550","Kcna5"
"7551","Kcna1"
"7552","Kcna6"
"7553","Ndufa9"
"7554","Akap3"
"7555","Dyrk4"
"7556","Rad51ap1"
"7557","D6Wsu163e"
"7558","Fgf6"
"7559","Fgf23"
"7560","9630033F20Rik"
"7561","Ccnd2"
"7562","Parp11"
"7563","Cracr2a"
"7564","Prmt8"
"7565","Tspan11"
"7566","Tspan9"
"7567","Gm10010"
"7568","Tead4"
"7569","Gm21893"
"7570","Tulp3"
"7571","Rhno1"
"7572","Foxm1"
"7573","4933413G19Rik"
"7574","Nrip2"
"7575","Itfg2"
"7576","Fkbp4"
"7577","Pzp"
"7578","BC048546"
"7579","Klrb1a"
"7580","Gm5884"
"7581","Clec2j"
"7582","Clec2h"
"7583","Klrb1"
"7584","Klrb1c"
"7585","Klrb1b"
"7586","BC035044"
"7587","Clec2i"
"7588","Clec2g"
"7589","Klrb1f"
"7590","Clec2e"
"7591","Clec2d"
"7592","Cd69"
"7593","4922502D21Rik"
"7594","Clec12a"
"7595","Clec12b"
"7596","Clec1b"
"7597","Clec9a"
"7598","Clec1a"
"7599","Clec7a"
"7600","Olr1"
"7601","Tmem52b"
"7602","Gabarapl1"
"7603","Klre1"
"7604","Klrd1"
"7605","Klrk1"
"7606","Klrc3"
"7607","Klrc2"
"7608","Klrc1"
"7609","Klri1"
"7610","Klri2"
"7611","Gm156"
"7612","Klra17"
"7613","Gm17631"
"7614","Klra5"
"7615","Klra6"
"7616","Klra4"
"7617","Klra8"
"7618","Klra9"
"7619","Klra7"
"7620","Klra10"
"7621","Klra3"
"7622","Klra1"
"7623","Gm26919"
"7624","Gm5581"
"7625","Klra2"
"7626","Magohb"
"7627","Styk1"
"7628","Ybx3"
"7629","5430401F13Rik"
"7630","Gm6619"
"7631","5430401F13Rik"
"7632","Tas2r130"
"7633","Tas2r107"
"7634","Tas2r106"
"7635","Tas2r104"
"7636","Tas2r105"
"7637","Tas2r114"
"7638","Gm4736"
"7639","Prb1"
"7640","Gm8882"
"7641","Prh1"
"7642","Prp2"
"7643","A630073D07Rik"
"7644","Tas2r120"
"7645","Tas2r121"
"7646","Tas2r122"
"7647","Tas2r115"
"7648","Tas2r124"
"7649","Tas2r102"
"7650","Tas2r136"
"7651","Tas2r117"
"7652","Tas2r123"
"7653","Tas2r116"
"7654","Tas2r110"
"7655","Tas2r113"
"7656","Tas2r125"
"7657","Tas2r129"
"7658","Tas2r131"
"7659","Tas2r109"
"7660","Tas2r103"
"7661","Tas2r140"
"7662","2700089E24Rik"
"7663","5530400C23Rik"
"7664","Gm5885"
"7665","Kap"
"7666","Etv6"
"7667","Bcl2l14"
"7668","Lrp6"
"7669","Mansc1"
"7670","Loh12cr1"
"7671","Dusp16"
"7672","Crebl2"
"7673","Gpr19"
"7674","Cdkn1b"
"7675","Apold1"
"7676","Ddx47"
"7677","Gprc5a"
"7678","Gprc5d"
"7679","Hebp1"
"7680","8430419L09Rik"
"7681","Gsg1"
"7682","Pbp2"
"7683","Emp1"
"7684","Grin2b"
"7685","Gm8994"
"7686","E330021D16Rik"
"7687","Atf7ip"
"7688","Plbd1"
"7689","Gucy2c"
"7690","Hist4h4"
"7691","H2afj"
"7692","Wbp11"
"7693","BC049715"
"7694","Smco3"
"7695","Art4"
"7696","Mgp"
"7697","Erp27"
"7698","Arhgdib"
"7699","Pde6h"
"7700","Rerg"
"7701","Ptpro"
"7702","Eps8"
"7703","Strap"
"7704","Dera"
"7705","Slc15a5"
"7706","Mgst1"
"7707","Lmo3"
"7708","Igbp1b"
"7709","Rergl"
"7710","Pik3c2g"
"7711","Plcz1"
"7712","Capza3"
"7713","Plekha5"
"7714","Aebp2"
"7715","Gm11077"
"7716","Pde3a"
"7717","Slco1c1"
"7718","Slco1b2"
"7719","Gm5724"
"7720","Slco1a4"
"7721","Slco1a1"
"7722","Gm6614"
"7723","Slco1a6"
"7724","Slco1a5"
"7725","Iapp"
"7726","Pyroxd1"
"7727","Recql"
"7728","Golt1b"
"7729","B230216G23Rik"
"7730","Gys2"
"7731","Ldhb"
"7732","Kcnj8"
"7733","Abcc9"
"7734","Cmas"
"7735","Gm766"
"7736","St8sia1"
"7737","C2cd5"
"7738","Etnk1"
"7739","Sox5"
"7740","Bcat1"
"7741","Lrmp"
"7742","Casc1"
"7743","Lyrm5"
"7744","Kras"
"7745","Lmntd1"
"7746","Tuba3b"
"7747","Rassf8"
"7748","Bhlhe41"
"7749","Sspn"
"7750","Itpr2"
"7751","Asun"
"7752","Fgfr1op2"
"7753","Tm7sf3"
"7754","Med21"
"7755","Stk38l"
"7756","Arntl2"
"7757","Smco2"
"7758","Ppfibp1"
"7759","1700034J05Rik"
"7760","Rep15"
"7761","Mrps35"
"7762","Mansc4"
"7763","Klhl42"
"7764","Pthlh"
"7765","Ccdc91"
"7766","Far2"
"7767","Ergic2"
"7768","Tmtc1"
"7769","Rps4l"
"7770","Ipo8"
"7771","Caprin2"
"7772","Fam60a"
"7773","Dennd5b"
"7774","Gm10203"
"7775","Mettl20"
"7776","Amn1"
"7777","2810474O19Rik"
"7778","Bicd1"
"7779","Gm21814"
"7780","Gm7353"
"7781","AU018091"
"7782","Nlrp12"
"7783","Myadm"
"7784","Prkcg"
"7785","Cacng7"
"7786","Cacng8"
"7787","Cacng6"
"7788","Tarm1"
"7789","Oscar"
"7790","Ndufa3"
"7791","Tfpt"
"7792","Prpf31"
"7793","Cnot3"
"7794","Leng1"
"7795","Tmc4"
"7796","Mboat7"
"7797","Tsen34"
"7798","Rps9"
"7799","Pirb"
"7800","Gm15448"
"7801","Pira2"
"7802","Gm14548"
"7803","Lilra6"
"7804","Lair1"
"7805","Ttyh1"
"7806","Leng8"
"7807","Leng9"
"7808","Cdc42ep5"
"7809","Lilra5"
"7810","Ncr1"
"7811","Gp6"
"7812","Rdh13"
"7813","Eps8l1"
"7814","Ppp1r12c"
"7815","Tnnt1"
"7816","Tnni3"
"7817","Dnaaf3"
"7818","Syt5"
"7819","Ptprh"
"7820","Tmem86b"
"7821","Ppp6r1"
"7822","Hspbp1"
"7823","Brsk1"
"7824","Tmem150b"
"7825","Suv420h2"
"7826","Cox6b2"
"7827","Fam71e2"
"7828","Il11"
"7829","Tmem190"
"7830","Tmem238"
"7831","Rpl28"
"7832","Ube2s"
"7833","Shisa7"
"7834","Isoc2b"
"7835","Isoc2a"
"7836","Zfp628"
"7837","Nat14"
"7838","Ssc5d"
"7839","Sbk2"
"7840","Sbk3"
"7841","Zfp579"
"7842","Fiz1"
"7843","Zfp524"
"7844","Zfp865"
"7845","4632433K11Rik"
"7846","Zfp784"
"7847","Zfp580"
"7848","Ccdc106"
"7849","U2af2"
"7850","Epn1"
"7851","Rfpl4"
"7852","Rasl2-9"
"7853","Vmn1r55"
"7854","Vmn1r56"
"7855","Vmn1r57"
"7856","Nlrp2"
"7857","Gm5065"
"7858","Vmn1r58"
"7859","Vmn1r59"
"7860","Vmn2r28"
"7861","Vmn1r60"
"7862","Vmn1r61"
"7863","Vmn1r62"
"7864","Vmn1r63"
"7865","Vmn1r64"
"7866","Vmn1r65"
"7867","Nlrp4c"
"7868","Zfp787"
"7869","Zfp444"
"7870","Galp"
"7871","Zscan5b"
"7872","Gm6792"
"7873","Zfp667"
"7874","Zfp583"
"7875","Zfp78"
"7876","Zfp28"
"7877","Smim17"
"7878","Gm20715"
"7879","Olfr1344"
"7880","Olfr1336"
"7881","Olfr1346"
"7882","Olfr5"
"7883","Olfr1347"
"7884","Olfr1348"
"7885","Olfr1349"
"7886","Olfr1350"
"7887","Zim1"
"7888","Peg3"
"7889","Usp29"
"7890","Aurkc"
"7891","Zfp954"
"7892","Zfp773"
"7893","Zfp418"
"7894","Zfp772"
"7895","Vmn2r29"
"7896","Clcn4-2"
"7897","Vmn2r30"
"7898","Vmn2r31"
"7899","Vmn2r32"
"7900","Vmn2r33"
"7901","Vmn2r34"
"7902","Vmn2r35"
"7903","Vmn2r36"
"7904","Vmn2r41"
"7905","Vmn2r42"
"7906","Vmn2r43"
"7907","Vmn2r44"
"7908","Vmn2r45"
"7909","Vmn2r40"
"7910","Vmn2r39"
"7911","Vmn2r38"
"7912","Vmn2r37"
"7913","Gm10302"
"7914","Vmn2r46"
"7915","Vmn2r47"
"7916","Vmn2r48"
"7917","Vmn2r49"
"7918","Vmn2r50"
"7919","Vmn2r51"
"7920","Vmn2r52"
"7921","Vmn1r66"
"7922","Vmn1r67"
"7923","Zik1"
"7924","Vmn1r68"
"7925","Vmn1r69"
"7926","Vmn1r70"
"7927","Nlrp4b"
"7928","Vmn1r71"
"7929","Zscan4b"
"7930","Zscan4c"
"7931","Zscan4d"
"7932","Zscan4f"
"7933","Vmn1r72"
"7934","Vmn1r73"
"7935","Vmn1r74"
"7936","Vmn1r75"
"7937","Vmn1r76"
"7938","Vmn1r77"
"7939","Vmn1r78"
"7940","Vmn1r79"
"7941","Vmn1r80"
"7942","Vmn1r81"
"7943","Vmn1r82"
"7944","Vmn1r83"
"7945","Vmn1r84"
"7946","Zfp551"
"7947","Zfp606"
"7948","2900092C05Rik"
"7949","Vmn2r53"
"7950","Vmn2r54"
"7951","Vmn2r55"
"7952","Vmn2r56"
"7953","Zscan18"
"7954","Zfp329"
"7955","Zfp110"
"7956","Zfp128"
"7957","Zscan22"
"7958","Rps5"
"7959","2310014L17Rik"
"7960","Zfp324"
"7961","Zfp446"
"7962","Slc27a5"
"7963","Zbtb45"
"7964","Trim28"
"7965","Chmp2a"
"7966","Ube2m"
"7967","Mzf1"
"7968","Vmn1r85"
"7969","Vmn1r86"
"7970","Vmn1r87"
"7971","Vmn1r88"
"7972","Vmn1r89"
"7973","6330408A02Rik"
"7974","Lig1"
"7975","Pla2g4c"
"7976","Cabp5"
"7977","Bsph1"
"7978","Bsph2"
"7979","Sult2a5"
"7980","Sult2a2"
"7981","Sult2a1"
"7982","Sult2a4"
"7983","Sult2a3"
"7984","Sult2a6"
"7985","Gm5585"
"7986","2810007J24Rik"
"7987","Sult2a7"
"7988","Vmn1r90"
"7989","Gm4745"
"7990","Obox2"
"7991","Obox1"
"7992","Obox3"
"7993","Obox5"
"7994","Obox6"
"7995","Crx"
"7996","Crxos"
"7997","Sepw1"
"7998","Gltscr2"
"7999","Ehd2"
"8000","Gltscr1"
"8001","Zfp541"
"8002","Napa"
"8003","Kptn"
"8004","Slc8a2"
"8005","Meis3"
"8006","Dhx34"
"8007","C5ar2"
"8008","C5ar1"
"8009","Inafm1"
"8010","Ccdc9"
"8011","Bbc3"
"8012","Sae1"
"8013","Zc3h4"
"8014","Tmem160"
"8015","Npas1"
"8016","Arhgap35"
"8017","Ceacam15"
"8018","Ceacam9"
"8019","Ap2s1"
"8020","Slc1a5"
"8021","Fkrp"
"8022","Strn4"
"8023","Prkd2"
"8024","Dact3"
"8025","Gng8"
"8026","Ptgir"
"8027","Calm3"
"8028","Pnmal2"
"8029","Pnmal1"
"8030","Ccdc8"
"8031","Ppp5c"
"8032","Hif3a"
"8033","Psg16"
"8034","Ceacam3"
"8035","Psg29"
"8036","Ceacam5"
"8037","Ceacam14"
"8038","Gm5155"
"8039","Ceacam11"
"8040","Ceacam13"
"8041","Ceacam12"
"8042","Igfl3"
"8043","Mill1"
"8044","Psg18"
"8045","Psg28"
"8046","Psg26"
"8047","Psg25"
"8048","Psg27"
"8049","Psg23"
"8050","Psg21"
"8051","Psg20"
"8052","Psg22"
"8053","Psg19"
"8054","Psg17"
"8055","Mill2"
"8056","Pglyrp1"
"8057","Ccdc61"
"8058","Nova2"
"8059","Nanos2"
"8060","Gm10676"
"8061","Mypop"
"8062","Irf2bp1"
"8063","Foxa3"
"8064","Sympk"
"8065","Rsph6a"
"8066","Dmwd"
"8067","Dmpk"
"8068","Six5"
"8069","Gm4969"
"8070","Fbxo46"
"8071","Qpctl"
"8072","Snrpd2"
"8073","Gipr"
"8074","Eml2"
"8075","Gpr4"
"8076","Opa3"
"8077","Vasp"
"8078","Ppm1n"
"8079","Rtn2"
"8080","Fosb"
"8081","Ercc1"
"8082","Cd3eap"
"8083","Ppp1r13l"
"8084","Ercc2"
"8085","Klc3"
"8086","Ckm"
"8087","A930016O22Rik"
"8088","Mark4"
"8089","Exoc3l2"
"8090","Bloc1s3"
"8091","Trappc6a"
"8092","Nkpd1"
"8093","Ppp1r37"
"8094","Gemin7"
"8095","Zfp296"
"8096","Clasrp"
"8097","Relb"
"8098","Clptm1"
"8099","Apoc2"
"8100","Apoc4"
"8101","Apoc1"
"8102","Apoe"
"8103","Tomm40"
"8104","Pvrl2"
"8105","Bcam"
"8106","Cblc"
"8107","Bcl3"
"8108","Gm19345"
"8109","Ceacam16"
"8110","Ceacam19"
"8111","Pvr"
"8112","Igsf23"
"8113","Rpl7a-ps8"
"8114","Ceacam20"
"8115","Nlrp9b"
"8116","Vmn1r91"
"8117","Gm16442"
"8118","Vmn1r93"
"8119","Vmn1r94"
"8120","Vmn1r95"
"8121","Gm6164"
"8122","Gm4498"
"8123","Gm4133"
"8124","Gm5728"
"8125","Vmn1r100"
"8126","Vmn1r101"
"8127","Gm10670"
"8128","Vmn1r103"
"8129","Vmn1r104"
"8130","Gm5726"
"8131","Gm4141"
"8132","Vmn1r107"
"8133","Vmn1r111"
"8134","Gm10668"
"8135","Vmn1r112"
"8136","Vmn1r113"
"8137","Vmn1r114"
"8138","Vmn1r115"
"8139","Vmn1r116"
"8140","Vmn1r117"
"8141","Vmn1r118"
"8142","Vmn1r119"
"8143","Vmn1r120"
"8144","Vmn1r121"
"8145","Vmn1r122"
"8146","Vmn1r123"
"8147","Gm5157"
"8148","Vmn1r124"
"8149","Vmn1r125"
"8150","Vmn1r126"
"8151","Vmn1r127"
"8152","Vmn1r128"
"8153","Vmn1r129"
"8154","Vmn1r130"
"8155","Vmn1r131"
"8156","Vmn1r132"
"8157","Gm4175"
"8158","Gm4177"
"8159","Vmn1r135"
"8160","Gm5725"
"8161","Gm5891"
"8162","Vmn1r137"
"8163","Vmn1r138"
"8164","Gm6176"
"8165","Vmn1r139"
"8166","Gm16451"
"8167","Gm10666"
"8168","Vmn1r142"
"8169","Vmn1r143"
"8170","Gm8653"
"8171","Gm8453"
"8172","Gm4187"
"8173","Gm8660"
"8174","Vmn1r148"
"8175","Vmn1r149"
"8176","Gm10665"
"8177","Vmn1r151"
"8178","Vmn1r152"
"8179","Gm8677"
"8180","Gm4201"
"8181","Gm6882"
"8182","Vmn1r155"
"8183","Gm8693"
"8184","Gm4567"
"8185","Vmn1r157"
"8186","Vmn1r158"
"8187","Vmn1r159"
"8188","Vmn1r160"
"8189","Gm4214"
"8190","Gm4216"
"8191","Vmn1r163"
"8192","Gm8720"
"8193","Gm10662"
"8194","Vmn1r165"
"8195","Vmn1r166"
"8196","Gm6902"
"8197","Nlrp4e"
"8198","Nlrp5"
"8199","Vmn1r167"
"8200","Vmn1r168"
"8201","Vmn1r169"
"8202","Vmn1r170"
"8203","Vmn1r171"
"8204","Vmn1r172"
"8205","Vmn1r173"
"8206","Vmn1r174"
"8207","Vmn1r175"
"8208","Vmn1r176"
"8209","Vmn1r177"
"8210","Vmn1r178"
"8211","Vmn1r179"
"8212","Gm10175"
"8213","Vmn1r180"
"8214","Vmn1r90"
"8215","V1rd19"
"8216","Vmn1r183"
"8217","Zfp180"
"8218","Zfp112"
"8219","Zfp235"
"8220","Zfp114"
"8221","Zfp111"
"8222","Zfp109"
"8223","Zfp108"
"8224","Zfp93"
"8225","Zfp61"
"8226","Zfp94"
"8227","Tescl"
"8228","Lypd5"
"8229","Kcnn4"
"8230","Smg9"
"8231","Irgc1"
"8232","Plaur"
"8233","Cadm4"
"8234","Zfp428"
"8235","Irgq"
"8236","Pinlyp"
"8237","Xrcc1"
"8238","Zfp575"
"8239","Ethe1"
"8240","Phldb3"
"8241","Lypd3"
"8242","Tex101"
"8243","BC049730"
"8244","Gm4763"
"8245","Cd177"
"8246","Ceacam10"
"8247","Gm9844"
"8248","Gm9844"
"8249","Lypd4"
"8250","Dmrtc2"
"8251","Rps19"
"8252","Cd79a"
"8253","Arhgef1"
"8254","Rabac1"
"8255","Atp1a3"
"8256","Grik5"
"8257","Zfp574"
"8258","Pou2f2"
"8259","Dedd2"
"8260","Zfp526"
"8261","Gsk3a"
"8262","Erf"
"8263","Cic"
"8264","Pafah1b3"
"8265","Prr19"
"8266","Tmem145"
"8267","Megf8"
"8268","Cnfn"
"8269","Lipe"
"8270","4732471J01Rik"
"8271","Cxcl17"
"8272","Ceacam1"
"8273","Ceacam2"
"8274","Erich4"
"8275","Atp5sl"
"8276","B3gnt8"
"8277","Bckdha"
"8278","Exosc5"
"8279","Tmem91"
"8280","B9d2"
"8281","Tgfb1"
"8282","Ccdc97"
"8283","Hnrnpul1"
"8284","Axl"
"8285","Cyp2s1"
"8286","Gm6434"
"8287","Cyp2b10"
"8288","Cyp2b13"
"8289","Cyp2b9"
"8290","Vmn1r184"
"8291","Cyp2a4"
"8292","Nlrp9c"
"8293","Nlrp4a"
"8294","Nlrp9a"
"8295","Vmn1r185"
"8296","Cyp2b23"
"8297","Cyp2b19"
"8298","Cyp2g1"
"8299","Cyp2a5"
"8300","Cyp2a22"
"8301","Cyp2a12"
"8302","Cyp2f2"
"8303","Cyp2t4"
"8304","Egln2"
"8305","Rab4b"
"8306","Gm21983"
"8307","Mia"
"8308","Snrpa"
"8309","BC024978"
"8310","Itpkc"
"8311","Adck4"
"8312","Numbl"
"8313","Ltbp4"
"8314","Shkbp1"
"8315","Gm20479"
"8316","Sptbn4"
"8317","Blvrb"
"8318","Sertad3"
"8319","Sertad1"
"8320","Prx"
"8321","Hipk4"
"8322","Pld3"
"8323","2310022A10Rik"
"8324","Akt2"
"8325","Ttc9b"
"8326","Map3k10"
"8327","C030039L03Rik"
"8328","Zfp60"
"8329","Zfp626"
"8330","Zfp59"
"8331","Zfp607"
"8332","1700049G17Rik"
"8333","Zfp780b"
"8334","Zfp850"
"8335","Psmc4"
"8336","Fcgbp"
"8337","Gm10935"
"8338","9530053A07Rik"
"8339","Fbl"
"8340","Dyrk1b"
"8341","Eid2"
"8342","Eid2b"
"8343","BC089491"
"8344","Dll3"
"8345","Timm50"
"8346","Supt5"
"8347","Rps16"
"8348","Plekhg2"
"8349","Zfp36"
"8350","Med29"
"8351","Paf1"
"8352","Pak4"
"8353","Gmfg"
"8354","Lrfn1"
"8355","Ifnl2"
"8356","Ifnl3"
"8357","Sycn"
"8358","Nccrp1"
"8359","Papl"
"8360","Fbxo27"
"8361","Fbxo17"
"8362","Mrps12"
"8363","Sars2"
"8364","Gm6537"
"8365","Nfkbib"
"8366","Sirt2"
"8367","Rinl"
"8368","Hnrnpl"
"8369","Ech1"
"8370","Lgals4"
"8371","Lgals7"
"8372","Capn12"
"8373","Actn4"
"8374","Eif3k"
"8375","Map4k1"
"8376","Ryr1"
"8377","Rasgrp4"
"8378","Fam98c"
"8379","Spred3"
"8380","Ggn"
"8381","Psmd8"
"8382","Catsperg1"
"8383","Kcnk6"
"8384","Yif1b"
"8385","2200002D01Rik"
"8386","Spint2"
"8387","Ppp1r14a"
"8388","Dpf1"
"8389","Sipa1l3"
"8390","4932431P20Rik"
"8391","Catsperg2"
"8392","Zfp84"
"8393","Zfp30"
"8394","Zfp790"
"8395","Zfp940"
"8396","Zfp420"
"8397","Zfp27"
"8398","ZNF383"
"8399","Zfp74"
"8400","C230062I16Rik"
"8401","Zfp568"
"8402","Zfp14"
"8403","Zfp82"
"8404","Gm26920"
"8405","Zfp566"
"8406","Zfp260"
"8407","Zfp382"
"8408","Zfp146"
"8409","Gm5113"
"8410","Cox7a1"
"8411","Capns1"
"8412","Tbcb"
"8413","Polr2i"
"8414","Ovol3"
"8415","Wdr62"
"8416","Thap8"
"8417","Clip3"
"8418","Alkbh6"
"8419","Syne4"
"8420","Sdhaf1"
"8421","E130208F15Rik"
"8422","Lrfn3"
"8423","Tyrobp"
"8424","Hcst"
"8425","Nfkbid"
"8426","Aplp1"
"8427","Kirrel2"
"8428","Nphs1"
"8429","Prodh2"
"8430","Arhgap33"
"8431","Proser3"
"8432","Hspb6"
"8433","Lin37"
"8434","Psenen"
"8435","U2af1l4"
"8436","Igflr1"
"8437","Kmt2b"
"8438","Zbtb32"
"8439","Upk1a"
"8440","Cox6b1"
"8441","Etv2"
"8442","Rbm42"
"8443","Haus5"
"8444","2200002J24Rik"
"8445","Atp4a"
"8446","Tmem147"
"8447","Gapdhs"
"8448","Sbsn"
"8449","Dmkn"
"8450","Krtdap"
"8451","Ffar2"
"8452","Ffar3"
"8453","Ffar1"
"8454","Cd22"
"8455","Mag"
"8456","Hamp2"
"8457","Hamp"
"8458","Usf2"
"8459","Lsr"
"8460","Fam187b"
"8461","Fxyd5"
"8462","Fxyd7"
"8463","Fxyd1"
"8464","Lgi4"
"8465","Fxyd3"
"8466","Hpn"
"8467","Scn1b"
"8468","Gramd1a"
"8469","Scgb2b1"
"8470","Scgb1b2"
"8471","Scgb2b2"
"8472","Scgb2b3"
"8473","Scgb1b3"
"8474","Scgb2b7"
"8475","Scgb1b7"
"8476","Scgb1b10"
"8477","Scgb2b11"
"8478","Scgb1b11"
"8479","Scgb2b12"
"8480","Scgb1b12"
"8481","Scgb1b29"
"8482","Scgb2b15"
"8483","Scgb1b15"
"8484","Scgb2b17"
"8485","Scgb1b17"
"8486","Scgb2b18"
"8487","Scgb1b18"
"8488","Scgb2b19"
"8489","Scgb1b19"
"8490","Scgb2b20"
"8491","Scgb1b20"
"8492","Scgb2b21"
"8493","Scgb2b24"
"8494","Scgb1b24"
"8495","Scgb2b26"
"8496","Scgb2b27"
"8497","Scgb1b27"
"8498","Scgb1b30"
"8499","Wtip"
"8500","Uba2"
"8501","Pdcd2l"
"8502","Gpi1"
"8503","4931406P16Rik"
"8504","Gm6096"
"8505","Lsm14a"
"8506","Kctd15"
"8507","Chst8"
"8508","Pepd"
"8509","Cebpg"
"8510","Cebpa"
"8511","Slc7a10"
"8512","Lrp3"
"8513","Gpatch1"
"8514","Rhpn2"
"8515","C230052I12Rik"
"8516","Cep89"
"8517","Slc7a9"
"8518","Tdrd12"
"8519","Nudt19"
"8520","Rgs9bp"
"8521","Ankrd27"
"8522","Pdcd5"
"8523","Dpy19l3"
"8524","Zfp507"
"8525","Tshz3"
"8526","Zfp536"
"8527","Uri1"
"8528","Ccne1"
"8529","1600014C10Rik"
"8530","Plekhf1"
"8531","Pop4"
"8532","Gm5591"
"8533","Gm5114"
"8534","Zfp619"
"8535","Vstm2b"
"8536","4930433I11Rik"
"8537","Gm4884"
"8538","Gm5592"
"8539","AI987944"
"8540","Gm20449"
"8541","Vmn2r57"
"8542","AW146154"
"8543","Gm6871"
"8544","2610021A01Rik"
"8545","Zfp788"
"8546","Vmn2r58"
"8547","Vmn2r59"
"8548","Vmn2r60"
"8549","Vmn2r61"
"8550","4933421I07Rik"
"8551","Zfp141"
"8552","Gm21028"
"8553","Gm7221"
"8554","9830147E19Rik"
"8555","Gm5595"
"8556","Gm17067"
"8557","Vmn2r62"
"8558","Gm2381"
"8559","Vmn2r63"
"8560","Gm9268"
"8561","Gm10351"
"8562","Zfp936"
"8563","EU599041"
"8564","Zfp715"
"8565","Siglecf"
"8566","Siglecg"
"8567","Lim2"
"8568","Lim2"
"8569","Lim2"
"8570","Nkg7"
"8571","Cldnd2"
"8572","Etfb"
"8573","Vsig10l"
"8574","Iglon5"
"8575","4931406B18Rik"
"8576","Cd33"
"8577","Zfp658"
"8578","Zfp719"
"8579","Zfp819"
"8580","Ceacam18"
"8581","Siglece"
"8582","Ctu1"
"8583","Klk14"
"8584","Klk13"
"8585","Klk12"
"8586","Klk11"
"8587","Klk10"
"8588","Klk9"
"8589","Klk8"
"8590","Klk7"
"8591","Klk6"
"8592","Klk5"
"8593","Klk4"
"8594","Klk15"
"8595","Klk1b8"
"8596","Klk1b1"
"8597","Klk1b9"
"8598","Klk1b11"
"8599","Klk1b26"
"8600","Klk1b27"
"8601","Klk1b21"
"8602","Klk1b22"
"8603","Klk1b16"
"8604","Klk1b24"
"8605","Klk1b3"
"8606","Klk1b4"
"8607","Klk1b5"
"8608","Gm10109"
"8609","Klk1"
"8610","1700028J19Rik"
"8611","2410002F23Rik"
"8612","Acpt"
"8613","Clec11a"
"8614","Shank1"
"8615","1700008O03Rik"
"8616","Syt3"
"8617","Lrrc4b"
"8618","Aspdh"
"8619","Josd2"
"8620","Emc10"
"8621","Fam71e1"
"8622","Mybpc2"
"8623","Spib"
"8624","Pold1"
"8625","Nr1h2"
"8626","Napsa"
"8627","Kcnc3"
"8628","Myh14"
"8629","2310016G11Rik"
"8630","Izumo2"
"8631","Zfp473"
"8632","Vrk3"
"8633","Atf5"
"8634","Nup62"
"8635","Il4i1"
"8636","Tbc1d17"
"8637","Akt1s1"
"8638","Pnkp"
"8639","Ptov1"
"8640","Med25"
"8641","Fuz"
"8642","Ap2a1"
"8643","Tsks"
"8644","Cpt1c"
"8645","Prmt1"
"8646","Bcl2l12"
"8647","Irf3"
"8648","Scaf1"
"8649","Rras"
"8650","Prr12"
"8651","Prrg2"
"8652","Nosip"
"8653","Rcn3"
"8654","Fcgrt"
"8655","Rps11"
"8656","Rpl13a"
"8657","Flt3l"
"8658","Aldh16a1"
"8659","Pih1d1"
"8660","Slc17a7"
"8661","Gfy"
"8662","Pth2"
"8663","Ccdc155"
"8664","Dkkl1"
"8665","Tead2"
"8666","Cd37"
"8667","1700039E15Rik"
"8668","Trpm4"
"8669","Hrc"
"8670","Ppfia3"
"8671","Lin7b"
"8672","Snrnp70"
"8673","Kcna7"
"8674","Ntf5"
"8675","LHB"
"8676","Ruvbl2"
